id,for_user_id,round_id,item,idea_content,rater1,rater2,rater3,self
40592,71,1,box,cut it up and make it into some type of art display,2,2,2,5
40593,71,1,box,design it,1,1,1,4
40594,71,1,box,make it a costume,2,2,2,5
40595,71,1,box,to store socks,1,1,1,1
40596,71,1,box,to wear as a Halloween mask,2,2,2,4
40597,72,1,box,building blocks example transformers,4,2,2,5
40598,72,1,box,clothing,2,1,1,4
40599,72,1,box,home,2,1,1,3
40600,72,1,box,Lego blocks,3,2,2,4
40601,72,1,box,shoe,2,1,1,3
40602,72,1,box,sled,2,1,1,5
40603,72,1,box,storage,1,1,1,1
40604,75,1,box,A BAG,2,1,1,3
40605,75,1,box,A bed,2,1,2,5
40606,75,1,box,A dinner plate,2,1,2,4
40607,75,1,box,A hat,2,1,1,4
40608,75,1,box,A sled,2,1,1,3
40609,75,1,box,A surf board,3,2,2,5
40610,76,1,box,centerpiece,2,2,2,2
40611,76,1,box,hat,2,1,1,2
40612,76,1,box,jewelry storage,1,2,1,3
40613,76,1,box,step,2,1,1,2
40614,77,1,box,Coffee table,2,1,1,1
40615,77,1,box,Fort,2,1,2,3
40616,77,1,box,map,3,2,2,3
40617,77,1,box,playing die,2,2,2,5
40618,77,1,box,shield,2,2,2,3
40619,77,1,box,sled,2,1,1,4
40620,78,1,box,Break the down and try to reassemble it into a new shape,2,2,2,3
40621,78,1,box,Cut holes in the sides of the and draw it from different perspectives,2,3,2,4
40622,78,1,box,Put the in a still life and paint a picture of the still life,2,4,3,3
40623,78,1,box,Recreate a scene from your favorite movie or book inside the,2,3,2,1
40624,78,1,box,Use the as a black on stage during a theatre improv activity,2,4,3,4
40625,79,1,box,bowl,3,1,1,4
40626,79,1,box,clothing,2,1,1,3
40627,79,1,box,coffin,3,2,2,4
40628,79,1,box,hat,2,1,1,3
40629,79,1,box,House,2,1,1,4
40630,79,1,box,play house,2,1,2,5
40631,79,1,box,puppet,2,2,2,5
40632,79,1,box,shoes,2,1,1,3
40633,79,1,box,treasure,1,3,1,2
40634,80,1,box,As a wall decoration,2,1,2,3
40635,80,1,box,Make it into a car or spaceship for kids to play in,2,2,2,5
40636,81,1,box,Cut out pieces and use them to build cardboard models,2,2,2,3
40637,81,1,box,Hide out in the woods,2,2,2,2
40638,81,1,box,Use it as a hiding place after pranking Old Man Watson,2,4,4,4
40639,81,1,box,Use it to block the rays of the sun so that your vampire does not combust,4,4,4,5
40640,81,1,box,Use it to contain your baby Loch Ness Monster,2,5,4,5
40641,82,1,box,basketball hoop,3,2,2,1
40642,82,1,box,bowl,3,1,1,1
40643,82,1,box,drum,2,2,2,1
40644,82,1,box,fort,2,1,2,1
40645,82,1,box,hat,2,1,1,2
40646,82,1,box,hide out,2,1,2,2
40647,82,1,box,house,2,1,1,1
40648,82,1,box,mouse trap,2,2,2,4
40649,82,1,box,race car,2,2,2,3
40650,82,1,box,sled,2,1,1,1
40651,82,1,box,space ship,2,2,2,4
40652,82,1,box,space ship,2,2,2,1
40653,83,1,box,create a transformers type costume with more and paint and stuff,2,3,2,4
40654,83,1,box,cut up the sides and create masks,3,2,2,3
40655,83,1,box,make it into a car looking thing for a toddler to sit in,2,2,2,4
40656,83,1,box,spray paint it silver and make it a robot head for a costume,2,2,2,4
40657,83,1,box,use it for target practice with archery,3,3,2,3
40658,83,1,box,use it to trap an animal,2,2,2,3
40659,83,1,box,use them as boxing gloves get it  ,3,3,3,4
40660,84,1,box,Taking a   cut up into unusual shapes  then use them as clothing,2,2,2,3
40661,84,1,box,Taking the and replacing items in your house such as a table,2,1,1,4
40662,84,1,box,Using a as a hat,2,1,1,2
40663,85,1,box,hide a midges for a scary Halloween prank,2,3,3,5
40664,85,1,box,make a robot,2,2,2,4
40665,85,1,box,our all the different brands of cereal in it  then eat them all,3,3,2,4
40666,85,1,box,place all my homework in it and then burn it,2,3,2,5
40667,85,1,box,Use it as a fort,2,1,2,3
40668,86,1,box,hide yourselves,2,1,2,4
40669,86,1,box,hold items,1,1,1,1
40670,86,1,box,house actions and dolls,2,2,2,3
40671,86,1,box,make small buildings for fun,2,2,2,4
40672,86,1,box,put on head,2,1,1,1
40673,86,1,box,ride down a snowy or wet hill,2,1,1,4
40674,86,1,box,tear apart to make shapes,2,2,2,3
40675,87,1,box,animal trap,2,1,2,4
40676,87,1,box,break it down if it is cardboard and use it as a sled on a hill,2,1,1,4
40677,87,1,box,home for a person without one,2,1,1,3
40678,87,1,box,place to keep a pet,2,1,2,2
40679,87,1,box,rocket ship for a child,2,2,2,4
40680,87,1,box,shield,2,2,2,5
40681,87,1,box,storage,1,1,1,1
40682,87,1,box,use as a seat,2,1,1,3
40683,88,1,box,a can be an anger management tool  when you feel angry just take it out on the ,2,3,3,5
40684,88,1,box,On a day of bad weather and you happen to not have an umbrella you can use a to cover your head,3,2,1,2
40685,88,1,box,The can be used as covers for your shoes on a day with bad weather,4,3,2,3
40686,88,1,box,You can cut the up into strips and use them as bookmarks,4,4,3,4
40687,89,1,box,a shield against zombies,3,3,2,4
40688,89,1,box,a snow sled,2,1,1,2
40689,89,1,box,a soccer goal,3,2,2,4
40690,89,1,box,a table,2,1,1,2
40691,89,1,box,a television,2,1,2,2
40692,89,1,box,a weapon in a wrestling match,2,2,2,5
40693,91,1,box,club house,2,1,2,2
40694,91,1,box,foot stool,2,1,1,2
40695,91,1,box,lay them across and sleep on them,2,1,1,1
40696,91,1,box,roll in it down a hill,2,1,1,4
40697,91,1,box,stack,2,1,1,1
40698,91,1,box,stack up to create stairs to high shelf,4,2,1,4
40699,91,1,box,use it for jump up drills,2,2,2,3
40700,92,1,box,armor,3,2,2,5
40701,92,1,box,art,2,1,1,5
40702,92,1,box,center piece,2,2,2,5
40703,92,1,box,chair,2,1,1,1
40704,92,1,box,clothing,2,1,1,5
40705,92,1,box,dinning room table,2,1,1,5
40706,92,1,box,flower pot,3,2,2,3
40707,92,1,box,house,2,1,1,5
40708,92,1,box,lamp,2,2,2,5
40709,92,1,box,seat,2,1,1,1
40710,92,1,box,chandelier,1,2,2,5
40711,92,1,box,shield,2,1,2,5
40712,92,1,box,shelter,2,1,1,5
40713,92,1,box,slide,2,1,2,5
40714,92,1,box,surf board,3,3,2,5
40715,92,1,box,table,2,1,1,1
40716,93,1,box,As a shape shifter,1,3,2,3
40717,93,1,box,The can transport anything inside,1,1,1,1
40718,93,1,box,The is a gateway to Narnia,4,4,2,4
40719,93,1,box,The plays music related to your mood,2,3,1,1
40720,94,1,box,bath tub,2,2,2,5
40721,94,1,box,book bag,3,1,2,3
40722,94,1,box,car,2,1,2,4
40723,94,1,box,carry it everywhere you go,2,1,1,5
40724,94,1,box,computer,2,1,1,3
40725,94,1,box,condom,3,2,2,5
40726,94,1,box,desk,2,1,1,3
40727,94,1,box,dog house,2,1,2,4
40728,94,1,box,hat,2,1,1,3
40729,94,1,box,phone,1,1,2,3
40730,94,1,box,plate,2,2,1,4
40731,94,1,box,pretend it is your pet,2,1,2,5
40732,94,1,box,school,1,1,1,4
40733,94,1,box,shoe,2,1,1,2
40734,94,1,box,sink,2,1,2,4
40735,94,1,box,spaceship,2,2,2,4
40736,94,1,box,table,2,1,1,4
40737,94,1,box,tie the to a string and walk it like a dog,3,3,3,5
40738,94,1,box,toilet,2,2,2,5
40739,94,1,box,tv screen,1,1,2,3
40740,94,1,box,where it as your outfit to a club,2,3,2,5
40741,95,1,box,animal mating pen,2,3,2,2
40742,95,1,box,baby holder,2,2,2,2
40743,95,1,box,drug transport,2,1,1,2
40744,96,1,box,Cut the up and make paintings on the different pieces,2,2,2,3
40745,96,1,box,Hiding place,2,1,2,2
40746,96,1,box,Put rocks in the bottom of the and then use it to stick your makeup brushes in,3,3,3,5
40747,96,1,box,Shadow to hang on your wall,2,3,2,5
40748,96,1,box,Use the as a quiet place and put it over your head when things get too overwhelming,5,4,4,4
40749,96,1,box,Use to put pencils  hairbows  or any type of accessory or supply in,1,2,1,1
40750,97,1,box,a chair,2,1,1,3
40751,97,1,box,a hat,2,1,1,3
40752,97,1,box,a place to hold my books,1,1,1,2
40753,97,1,box,a trash can,2,1,1,2
40754,97,1,box,laundry basket,3,2,1,3
40755,97,1,box,to beat up when you are mad,2,2,2,3
40756,97,1,box,to build a fort,2,1,2,3
40757,97,1,box,to carry your groceries in,1,1,1,2
40758,97,1,box,to jump on,2,1,2,3
40759,97,1,box,to paint when you are feeling inspired,2,2,1,2
40760,97,1,box,to rip up,2,1,2,3
40761,97,1,box,to sit in,2,1,1,3
40762,97,1,box,to wear as an outfit,2,1,2,3
40763,98,1,box,adding salt into food,4,1,2,5
40764,98,1,box,cell phone,1,1,1,5
40765,98,1,box,drunk people,1,1,1,5
40766,98,1,box,falling over,1,1,2,5
40767,98,1,box,glue,1,1,2,5
40768,98,1,box,horn,2,2,2,5
40769,98,1,box,hot sauce,1,1,3,5
40770,98,1,box,lies,1,1,1,5
40771,98,1,box,locks,1,2,3,5
40772,98,1,box,mask,2,2,2,3
40773,98,1,box,pranks,1,1,1,5
40774,98,1,box,retards,1,1,1,5
40775,98,1,box,snow,1,1,1,5
40776,98,1,box,tape,1,2,1,5
40777,98,1,box,water,1,1,1,5
40779,100,1,box,basketball goal,3,2,2,2
40780,100,1,box,bowl,3,1,1,4
40781,100,1,box,castle,2,2,2,4
40782,100,1,box,drum,2,2,2,3
40783,100,1,box,hat,2,1,1,3
40784,100,1,box,hiding place,2,1,2,3
40785,100,1,box,house,2,1,1,3
40786,100,1,box,shoe,2,1,1,4
40787,100,1,box,soccer goal/net,2,2,2,2
40788,100,1,box,storage,1,1,1,1
40789,100,1,box,umbrella,2,3,1,4
40790,101,1,box,dice,3,2,3,3
40791,101,1,box,fridge,3,2,2,5
40792,101,1,box,tv  side table  a house,2,1,1,1
40793,102,1,box,boat,2,1,2,1
40794,102,1,box,cutting head and arm holes,2,2,2,1
40795,102,1,box,fill with pillows and jump inside,2,3,2,1
40796,102,1,box,fort,2,1,2,2
40797,102,1,box,robot,2,2,2,2
40798,102,1,box,something to sit on,2,1,1,1
40799,102,1,box,table,2,1,1,1
40800,103,1,box,You can make a dollhouse out of them by taking the 1 and cutting it up to make furniture and an additional for the home itself,2,2,2,3
40801,103,1,box,You could cut up a to make something else that is interesting  like a model of a house or something geometric and decorative,2,3,2,3
40802,103,1,box,You could take a bunch of and line them up to make your own furniture,2,3,1,2
40803,103,1,box,You could take some to make a cat house I have actually done this myself works really well,2,2,2,4
40804,104,1,box,chair,2,1,1,2
40805,104,1,box,drum,2,2,2,3
40806,104,1,box,shelter,2,1,1,2
40807,104,1,box,sled,2,1,1,3
40808,104,1,box,table top,2,1,1,2
40809,104,1,box,umbrella,2,3,1,3
40810,105,1,box,Animal Play,2,1,2,3
40811,105,1,box,Fort,2,1,2,1
40812,105,1,box,Hobo House,2,1,1,2
40813,105,1,box,Play house,2,1,2,4
40814,105,1,box,poster board,3,1,1,2
40815,105,1,box,Rocket ship,2,2,2,2
40816,105,1,box,Sled,2,1,1,5
40817,105,1,box,Table,2,1,1,3
40818,106,1,box,cut it up and use it for parts to build replicas of different things,2,2,2,4
40819,106,1,box,fold it so it resembles a baseball bat and use it to hit with,5,3,3,5
40820,106,1,box,Make it into a hat,2,1,1,3
40821,106,1,box,Use it as a shelter,2,1,1,2
40822,106,1,box,Use it as a sled for snow,2,1,1,3
40823,106,1,box,use it for apple bobbing,4,4,2,5
40824,106,1,box,use it for planting,2,2,2,2
40825,106,1,box,use it to make a sand castle,3,3,2,5
40826,107,1,box,Animal Holder,2,1,2,3
40827,107,1,box,Ballet Box,1,2,2,2
40828,107,1,box,Bird holder,2,2,2,3
40829,107,1,box,Bottom level of a house,2,1,2,5
40830,107,1,box,Container,1,1,1,1
40831,107,1,box,dance floor,2,2,2,5
40832,107,1,box,Diorama presentation,1,2,2,5
40833,107,1,box,garbage can,2,1,1,4
40834,107,1,box,Halloween costume,2,1,2,5
40835,107,1,box,Note,1,1,1,2
40836,107,1,box,pretend microwave,3,2,2,5
40837,107,1,box,Rabbit trap,2,2,2,5
40838,107,1,box,sand holder,1,2,1,4
40839,107,1,box,Spaceship,2,2,2,5
40840,108,1,box,A ship going on a voyage,3,2,2,3
40841,108,1,box,a two tower shelf,2,1,2,4
40842,108,1,box,holding stuffed animals,1,2,1,2
40843,108,1,box,jail room,2,2,2,4
40844,108,1,box,painted for a robot costume,2,2,2,4
40845,108,1,box,shipping objects,1,1,1,2
40846,108,1,box,used a  shooting target,2,2,1,3
40847,108,1,box,using it as a sled during snow,2,1,1,4
40848,108,1,box,work hat,2,2,3,3
40849,109,1,box,art project/personalized storage unit,1,1,1,1
40850,109,1,box,musical instrument,2,2,2,5
40851,109,1,box,play fort for children,2,1,2,4
40852,109,1,box,protection on parts of sensitive flooring,4,2,1,1
40853,110,1,box,floor mat,2,2,1,4
40854,110,1,box,home,2,1,1,2
40855,110,1,box,Playhouse for kids,2,2,2,4
40856,110,1,box,poster board,3,1,1,3
40858,110,1,box,puppet show display,2,2,2,5
40859,110,1,box,shoe holder on the wall for decorative scenery,2,1,1,5
40860,111,1,box,boat,2,1,2,4
40861,111,1,box,brace,3,1,1,5
40862,111,1,box,bridge,2,2,2,4
40863,111,1,box,envelope,3,1,1,3
40864,111,1,box,exercise equipment,3,1,2,5
40865,111,1,box,hammer,2,1,3,3
40866,111,1,box,house,2,1,1,1
40867,111,1,box,joust,2,2,3,4
40868,111,1,box,oars,5,3,2,4
40869,111,1,box,pole,1,1,2,2
40870,111,1,box,ruler,3,2,2,3
40871,111,1,box,shirt,2,2,2,4
40872,111,1,box,stepping stool,3,1,1,2
40873,111,1,box,wheel,3,2,1,4
40874,111,1,box,wings,2,2,2,3
40875,112,1,box,a boat,2,1,2,3
40876,112,1,box,a dog house,2,1,2,3
40877,112,1,box,a hat,2,1,1,3
40878,112,1,box,a recycling bin,2,1,1,2
40879,112,1,box,a table,2,1,1,3
40880,112,1,box,exercise equipment,3,1,2,4
40881,112,1,box,to build,2,1,1,2
40882,112,1,box,to store items,1,1,1,1
40883,113,1,box,canvas,2,2,1,4
40884,113,1,box,desk,2,1,1,2
40885,113,1,box,fort,2,1,2,3
40886,113,1,box,hiding place,2,1,2,3
40887,113,1,box,racecar,2,2,2,3
40888,113,1,box,really small can be used as a finger puppet costume,5,3,3,4
40889,113,1,box,use to cover your head and a device to watch a tv show or movie without sun or light glare on the screen,3,3,3,5
40890,114,1,box,cat house,2,1,2,2
40891,114,1,box,fort,2,1,2,3
40892,114,1,box,hat,2,1,1,1
40893,114,1,box,organizer,1,1,1,3
40894,114,1,box,play house,2,1,2,1
40895,115,1,box,draw a picture on it,2,2,1,3
40896,115,1,box,driving a car,1,1,2,3
40897,115,1,box,make a kite out of it,3,4,2,5
40898,115,1,box,make a mask out of it,3,2,2,4
40899,115,1,box,make a shield out of it,2,2,2,5
40900,115,1,box,make a sword out of it,2,2,2,5
40901,115,1,box,making a castle,2,2,2,3
40902,115,1,box,making a fort,2,1,2,3
40903,115,1,box,use it as a sign,2,2,1,5
40904,115,1,box,use it as a sled for sledding,2,1,1,5
40905,115,1,box,use it as a wrestling mat,3,2,2,5
40906,115,1,box,use it to clean yourself when you go to the bathroom,3,2,3,5
40907,116,1,box,armor,3,2,2,3
40908,116,1,box,fire fodder,2,1,2,2
40909,116,1,box,flimsy wings,2,3,2,2
40910,116,1,box,horrible boat,3,2,2,4
40911,116,1,box,improvised sled,2,1,1,2
40912,116,1,box,life sized Jenga,4,3,4,4
40913,116,1,box,playhouse,2,1,2,1
40914,116,1,box,sign,2,1,1,1
40915,116,1,box,spaceship for kids,2,2,2,1
40916,117,1,box,club house,2,1,2,3
40917,117,1,box,hat,2,1,1,2
40918,117,1,box,keyboard,2,1,2,2
40919,117,1,box,necklace,2,2,2,3
40920,117,1,box,prom dress,2,2,3,4
40921,117,1,box,shade,3,2,2,3
40922,117,1,box,storage,1,1,1,1
40923,117,1,box,table covering,2,1,1,5
40924,117,1,box,underwear,2,2,2,3
40925,118,1,box,build a fort,2,1,2,3
40926,118,1,box,connect and make tunnels all around the house,4,4,3,4
40927,118,1,box,drag my nephew around in it,2,2,2,2
40928,118,1,box,paint it and use it as decor,2,2,1,5
40929,118,1,box,Try to make somebody break out of it without any help,2,3,2,4
40930,119,1,box,climbing,2,1,1,4
40931,119,1,box,costumes,2,1,2,5
40932,119,1,box,hiding,2,1,2,4
40933,119,1,box,making a fort,2,1,2,4
40934,119,1,box,painting  art projects  etc.,2,2,1,5
40935,119,1,box,Paper weight,2,1,2,2
40936,119,1,box,sled,2,1,1,3
40937,121,1,box,a cardboard fort,2,1,2,3
40938,121,1,box,cut it into pieces and make a miniature city,3,3,2,4
40939,121,1,box,cut it up into different shapes and make it into a collage,2,2,2,4
40940,121,1,box,wear it as a hat,2,2,1,5
40941,122,1,box,bed,2,1,1,1
40942,122,1,box,bookbag,3,1,2,4
40943,122,1,box,clown car,2,3,3,3
40944,122,1,box,coat,3,1,2,5
40945,122,1,box,computer screen,2,1,1,2
40946,122,1,box,condom,3,2,2,5
40947,122,1,box,dick,1,1,2,1
40948,122,1,box,drum kit,3,2,2,5
40949,122,1,box,filing cabinet,1,3,1,4
40950,122,1,box,hat,2,1,1,2
40951,122,1,box,hat,2,1,1,3
40952,122,1,box,hat,2,1,1,2
40953,122,1,box,pillow,2,2,2,2
40954,122,1,box,shoes,2,1,1,5
40955,122,1,box,table,2,1,1,4
40956,122,1,box,tv,2,1,2,3
40957,122,1,box,whoop,1,1,1,1
40958,123,1,box,amphibian habitat,2,1,2,5
40959,123,1,box,Crib,2,2,2,5
40960,123,1,box,dust pan,5,3,1,3
40961,123,1,box,fire truck,2,1,2,4
40962,123,1,box,Halloween costume,2,1,2,4
40963,123,1,box,home,2,1,1,2
40964,123,1,box,House,2,1,1,5
40965,123,1,box,litter,3,1,2,1
40966,123,1,box,nursing area dogs,2,2,2,2
40967,123,1,box,seat,2,1,1,2
40968,123,1,box,Tent/fort,2,2,2,3
40969,123,1,box,to hold things,1,1,1,1
40970,123,1,box,to mail things,1,1,1,1
40971,123,1,box,wallpaper,3,3,3,3
40972,124,1,box,animal habitat,2,1,2,2
40973,124,1,box,chair,2,1,1,2
40974,124,1,box,Costume,2,1,2,2
40975,124,1,box,fort,2,1,2,2
40976,124,1,box,sled,2,1,1,3
40977,124,1,box,stool,3,1,1,2
40978,124,1,box,table,2,1,1,2
40979,126,1,box,bed,2,1,1,2
40980,126,1,box,fort,2,1,2,4
40981,126,1,box,hat,2,1,1,3
40982,126,1,box,hiding spot,2,1,2,5
40983,126,1,box,home,2,1,1,3
40984,126,1,box,jail,2,2,2,4
40985,126,1,box,kick it,2,1,2,1
40986,126,1,box,padding,3,2,2,3
40987,126,1,box,shield,2,2,2,3
40988,126,1,box,smash it,2,1,1,1
40989,126,1,box,storage,1,1,1,4
40990,126,1,box,throw it,2,1,2,2
40991,126,1,box,weapon,1,1,1,1
40992,128,1,box,you can use the as a diagram for an arrangement of stars by poking holes where the stars should line up then sit inside of it at night when the stars are out,5,4,5,3
40993,129,1,box,barbie house,2,2,2,4
40994,129,1,box,bed,2,1,1,3
40995,129,1,box,chair,2,1,1,4
40996,129,1,box,clothing,2,1,1,3
40997,129,1,box,coffee table,2,1,1,5
40998,129,1,box,couch,2,1,1,3
40999,129,1,box,house,2,1,1,3
41000,129,1,box,stool,3,1,1,2
41001,129,1,box,toy car,2,2,2,4
41002,129,1,box,window,2,1,2,4
41003,130,1,box,to build a fort with,2,1,2,4
41004,130,1,box,to climb a tree with,2,1,2,4
41005,130,1,box,to have sex in,2,1,2,5
41006,130,1,box,to hide in,2,1,2,1
41007,130,1,box,to hit someone with,2,1,2,4
41008,130,1,box,to jump off,2,1,2,2
41009,130,1,box,to masturbate in,2,1,2,4
41010,130,1,box,to pee in,2,1,2,1
41011,130,1,box,to put fruit in,1,1,1,1
41012,130,1,box,to read the labels on,2,1,2,2
41013,130,1,box,to save someone from danger,2,2,2,5
41014,130,1,box,to sit on,2,1,1,1
41015,130,1,box,to sleep in,2,1,1,2
41016,130,1,box,to store dead people,2,2,2,5
41017,130,1,box,to store things,1,1,1,2
41018,130,1,box,to travel to new places,2,2,3,5
41019,130,1,box,to use as a pillow,2,2,2,4
41020,130,1,box,to yell in,3,2,3,1
41021,131,1,box,fill people's recycling bins with them,1,1,1,5
41022,131,1,box,KITTENS,2,1,2,2
41023,131,1,box,rocket ship,2,2,2,4
41024,131,1,box,see how far it can be kicked,2,1,2,2
41025,131,1,box,SpongeBob pants,4,3,3,5
41026,132,1,box,bed,2,1,1,4
41027,132,1,box,book bag,3,1,2,3
41028,132,1,box,chair,2,1,1,2
41029,132,1,box,hat,2,1,1,3
41030,132,1,box,home,2,1,1,3
41031,132,1,box,lunch,2,2,1,2
41032,132,1,box,shoes,2,1,1,4
41033,134,1,box,art pad,3,2,1,2
41034,134,1,box,best friend,2,1,3,3
41035,134,1,box,entertainment system,2,1,1,4
41037,134,1,box,pet,2,1,2,3
41038,134,1,box,shirt,2,1,2,3
41039,134,1,box,shoe,2,1,1,3
41040,134,1,box,transportation,2,2,1,3
41041,134,1,box,underwear,2,2,2,4
41042,134,1,box,Wiig board,3,4,2,4
41043,135,1,box,bathtub,2,2,2,1
41044,135,1,box,bed,2,1,1,2
41045,135,1,box,bin,1,1,1,1
41046,135,1,box,cap,1,1,1,1
41047,135,1,box,couch,2,1,1,1
41048,135,1,box,hangout spot,2,1,2,3
41049,135,1,box,hat,2,1,1,2
41050,135,1,box,sled,2,1,1,5
41051,136,1,box,color on it,2,1,1,4
41052,136,1,box,hang it from a tree with snacks in it,2,3,3,5
41053,136,1,box,hide stuff,1,1,2,2
41054,136,1,box,make shoes,2,1,1,5
41055,136,1,box,paint on it,2,1,1,5
41056,136,1,box,play basketball with it,3,2,2,5
41057,136,1,box,play soccer with it,2,2,2,5
41058,136,1,box,put a puppy in it,2,1,2,1
41059,136,1,box,see many marshmallows will fit in it,2,1,2,5
41060,136,1,box,throw it at people,2,1,2,5
41061,136,1,box,throw up in it,2,1,2,2
41062,136,1,box,to put on my head,2,1,2,3
41063,136,1,box,to put things in,1,1,1,1
41064,136,1,box,wrap it in wrapping paper,1,1,1,4
41065,137,1,box,Bed,2,1,1,2
41066,137,1,box,Car,2,1,2,3
41067,137,1,box,Castle,2,2,2,3
41068,137,1,box,chandelier,3,2,2,4
41069,137,1,box,House,2,1,1,3
41070,137,1,box,Outfit,1,2,2,3
41071,137,1,box,Play pen,2,1,2,2
41072,137,1,box,Shoe,2,1,1,2
41073,137,1,box,Step Stool,3,1,1,1
41074,137,1,box,Television set,2,1,2,3
41075,137,1,box,Toy Car,2,2,2,3
41076,137,1,box,Weapon,1,1,1,3
41077,138,1,box,a chainsaw,2,2,2,3
41078,138,1,box,a pen,1,1,2,1
41079,138,1,box,a playground,2,2,2,3
41080,138,1,box,bicycle,2,1,2,2
41081,138,1,box,book bag,3,1,2,2
41082,138,1,box,clothing,2,1,1,1
41083,138,1,box,computer,2,1,1,1
41084,138,1,box,food,2,1,2,1
41085,138,1,box,pillow,2,2,2,2
41086,138,1,box,racecar,2,2,2,2
41087,138,1,box,seatbelt,1,2,2,1
41088,138,1,box,shoes,2,1,1,2
41089,139,1,box,Bed,2,1,1,1
41090,139,1,box,Car Seat,3,1,2,4
41091,139,1,box,Curtain,3,3,3,4
41092,139,1,box,Eye Glasses Holder,1,2,1,3
41093,139,1,box,Shoe,2,1,1,5
41094,140,1,box,lay it across a puddle to walk on,4,2,1,3
41095,140,1,box,make it into a flower bed,2,2,2,5
41096,140,1,box,unfold it and use it to draw on,2,2,1,1
41097,140,1,box,unfold it stand inside and act like its a space ship,2,3,2,2
41098,140,1,box,use it to have a picnic on,3,3,2,3
41099,141,1,box,create a play house,2,1,2,4
41100,141,1,box,eat in a,2,1,1,2
41101,141,1,box,family time in a,1,2,2,2
41102,141,1,box,get dressed,2,1,2,1
41103,141,1,box,hang out in a,1,1,2,3
41104,141,1,box,magic show,2,2,2,5
41105,141,1,box,puppet show,2,2,2,4
41106,141,1,box,sleep,2,1,1,1
41107,141,1,box,sleep,2,1,1,1
41108,141,1,box,sleep in a,2,1,1,2
41109,141,1,box,us it as a trash can,2,2,1,1
41110,141,1,box,You can hide in,2,1,2,3
41111,142,1,box,Capturing a bug,1,1,2,3
41112,142,1,box,Creating a fort,2,1,2,3
41113,142,1,box,Moving your stuff to a new place,1,1,1,2
41114,142,1,box,Organizing Papers,1,1,1,2
41115,142,1,box,Wrapping a present,1,1,1,2
41116,143,1,box,bring it to a crowded area  stand on top of it and give some sort of performance maybe sing or recite a poem,2,3,2,3
41117,143,1,box,Fasten straps to two sides of it  decorate it and wear it as a hat,2,3,1,3
41118,143,1,box,If it is a cardboard  unfold it and make it into a figure/cardboard sculpture,2,2,2,3
41119,146,1,box,cutout and make it into a kissing booth,3,4,4,4
41120,146,1,box,depending on size  use it as a homeless shelter,2,1,1,4
41121,146,1,box,fill it up with infinite smaller to make a Russian doll figure,2,5,4,4
41122,146,1,box,make it waterproof and make a small aquarium,4,4,2,4
41123,146,1,box,small little furnished room for small pets,3,3,2,4
41124,146,1,box,table service to play dice,2,2,1,2
41125,146,1,box,turn it into a pinata,3,1,3,4
41126,146,1,box,unfold and use it as a breakdance ground,2,2,2,4
41127,147,1,box,As a portable home You can fold it up when you want to move and it is light enough to carry and sturdy enough for shelter,3,2,2,1
41128,147,1,box,As a shoe Very sturdy Keeps your feet safe enough from harm and cheap enough so you will have plenty,3,1,2,4
41129,147,1,box,As a window in your car,3,2,1,3
41130,148,1,box,A basketball hoop,3,2,2,5
41131,148,1,box,a boat,2,1,2,4
41132,148,1,box,A fort,2,1,2,3
41133,148,1,box,A house,2,1,1,3
41134,148,1,box,A soccer goal,3,2,2,5
41135,148,1,box,A target,3,1,2,5
41136,148,1,box,Storing stuff,1,1,1,1
41137,148,1,box,use it to stand,1,1,1,2
41138,149,1,box,as a dog house,2,1,2,4
41139,149,1,box,as a table,2,1,1,3
41140,149,1,box,as resistance for when open on one end and running,5,1,2,3
41141,149,1,box,hide inside of,2,1,2,1
41142,149,1,box,tear it up to make a collage,2,3,2,4
41143,149,1,box,throw it around with friends,2,1,2,2
41144,150,1,box,add wheels for clown car,3,2,2,4
41145,150,1,box,cat house,2,1,2,3
41146,150,1,box,hat,2,1,1,2
41147,150,1,box,hippie purse recycled,3,4,3,4
41148,151,1,box,capture a raccoon,1,1,2,3
41149,151,1,box,put it over your head for shade,3,2,1,1
41150,151,1,box,tape it to your feet if your in a situation where you don't have shoes,2,2,2,4
41151,151,1,box,to set items on like a table,2,1,1,2
41152,151,1,box,use it as fuel to start a fire,3,2,2,1
41153,151,1,box,use it to float on water like a cardboard boat,2,2,2,5
41154,152,1,box,a baby bed,3,1,2,3
41155,152,1,box,a bird house,2,3,2,2
41156,152,1,box,a cat house,2,1,2,2
41157,152,1,box,a lamp shade,4,3,2,4
41158,152,1,box,a mask,3,2,2,3
41159,153,1,box,burn it for light or warmth,3,1,2,3
41160,153,1,box,Fort,2,1,2,1
41161,153,1,box,personal movie theater if you cut out a hole for your phone,3,3,2,4
41162,153,1,box,place to keep small animals,2,1,2,1
41163,153,1,box,sailboat,2,2,2,3
41164,153,1,box,shelf,2,1,2,2
41165,153,1,box,shirt or pants,2,2,2,4
41166,153,1,box,shred it for confetti,5,4,1,3
41167,153,1,box,sound amplifier,2,3,2,4
41168,153,1,box,step stool,3,1,1,1
41169,153,1,box,umbrella,2,3,1,3
41170,154,1,box,A barrier,3,1,2,1
41171,154,1,box,A bed,2,1,2,2
41172,154,1,box,A feet rest,2,1,1,3
41173,154,1,box,A fort,2,1,2,2
41174,154,1,box,A house,2,1,1,2
41175,154,1,box,A sled,2,1,1,4
41176,154,1,box,A table,2,1,1,3
