id,for_user_id,round_id,idea_content
5816,139,1,as ice scraper for removing frost from care tires
5817,139,1,continuous shoes to make a line
5646,140,1,flower pot
5647,140,1,drink container
5648,140,1,bug killer
5649,140,1,decoration
5650,140,1,weapon
5651,140,1,knocking things off that are higher than you can reach
5680,140,1,The rubber can be burned
5681,140,1,you can eat the rubber if it comes down to it
5682,140,1,collectable
5683,140,1,asset
5632,141,1,Doorstop
5633,141,1,Discipline apparatus
5634,141,1,Planters
5635,141,1,Bookends
5636,141,1,Paperweight
5637,141,1,Phone stand
5652,141,1,Furniture leg base cover
5653,141,1,Luggage tag
5654,141,1,Terrarium decoration
5655,141,1,Aquarium decoration
5662,142,1,for safety
5663,142,1,walking
5664,142,1,running
5665,142,1,protection of the feet
5666,142,1,for marching as in parade
5667,142,1,to gain height for short people
5708,142,1,pin cushion
5709,142,1,weapon
5710,142,1,door holder
5711,142,1,beautification
5712,142,1,bug killing
5713,142,1,playground
5668,144,1,squash a bug
5669,144,1,hold open a door
5670,144,1,paperweight
5671,144,1,plant a flower inside
5672,144,1,carry water inside
5673,144,1,use it to smack a burglar
5725,144,1,let your dog use it as a chew toy
5726,144,1,birdhouse
5727,144,1,bee's nest
5728,144,1,tiny trash can
5674,145,1,bug squisher/hitter
5675,145,1,"plant flowers, unique vase"
5676,145,1,store things
5677,145,1,pin cushion for sewing needles
5678,145,1,paint or draw on
5679,145,1,hamster house
5714,145,1,put on the dog
5715,145,1,line with plastic and use as a bowl or cup
5716,145,1,take off sole and replace with a heel to make high heel sneakers
5717,145,1,candle holder
5718,145,1,hang from hanger/string
5696,146,1,kill bugs
5697,146,1,door prop
5698,146,1,spanking
5699,146,1,weapon
5700,146,1,chew toy
5701,146,1,decoration
5760,146,1,prop for electronics
5761,146,1,place saver
5762,146,1,door jam
5763,146,1,block door from hitting the wall
5764,146,1,fire starter
5765,146,1,book ends
5729,149,1,Planter
5730,149,1,Halloween decoration
5731,149,1,Door stopper
5732,149,1,Put googly eyes on it and make funny videos
5733,149,1,Make footprint art
5734,149,1,Deconstruct it and use the materials for crafts
5796,149,1,use it as a piggy pank
5797,149,1,use it as a hammer
5798,149,1,"play ""shoe football"""
5799,149,1,use as a base to construct cosplay or costume shoes
5800,149,1,"throw a ""modern cinderella"" play"
5801,149,1,put wheels on it and have a toy shoe car
5766,150,1,door stop
5767,150,1,bug swatter
5768,150,1,knee pad
5769,150,1,ruler
5770,150,1,glove
5771,150,1,storage container
5802,150,1,tread
5803,150,1,projectile weapon
5804,150,1,hammer
5805,150,1,phone case
5806,150,1,plant pot
5807,150,1,book mark
5754,151,1,used to drink alcoholic beverages
5755,151,1,a doorstop
5756,151,1,to swat flies
5757,151,1,a planter
5758,151,1,to store/conceal items
5759,151,1,mittens
5792,151,1,an old shoe could be used as a pet toy
5793,151,1,cup holder
5794,151,1,as a paintbrush
5795,151,1,as a tool
5772,152,1,open a wine bottle
5773,152,1,throw at someone/use as a weapon
5774,152,1,smack/kill a bug
5775,152,1,use as decoration (if it's a pretty pair)
5776,152,1,hold your phone when you have no pockets
5777,152,1,practice tying laces
5845,152,1,use as a prop in a skit
5846,152,1,measure something (ie this table is 5 sneakers long)
5847,152,1,do a handstand with shoes on hands instead of feet
5848,152,1,hide money in it
5834,153,1,weapon
5835,153,1,carrier
5836,153,1,plate
5837,153,1,holder
5838,153,1,purse
5920,153,1,bug killer
5921,153,1,catcher
5922,153,1,storage
5923,153,1,garden
5808,154,1,Mouse or other small animal canoe
5809,154,1,Firm dirt around plants
5810,154,1,Mail or key holder
5811,154,1,Bronzed ornament
5812,154,1,Ballast
5813,154,1,Projectile during parliament meeting
5900,154,1,Use several in sculpture
5901,154,1,Large boot as umbrella stand
5902,154,1,Packing material
5903,154,1,Prop open window
5849,155,1,planter
5850,155,1,door stop
5851,155,1,chew toy
5852,155,1,book end
5853,155,1,garden decorations
5854,155,1,storage container
5904,155,1,bug killer
5905,155,1,clapper
5906,155,1,snow remover
5907,155,1,egg holder
5865,156,1,flower pot
5866,156,1,beer koozie
5867,156,1,door stop
5868,156,1,bed for a kitten
5869,156,1,outgoing mail holder
5870,156,1,candy dish
5955,156,1,pet toy
5956,156,1,measuring tool
5957,156,1,nesting location for wild birds
5958,156,1,feeder for squirrels
5881,157,1,kill bugs
5882,157,1,store socks
5883,157,1,hide money
5884,157,1,hide a key
5959,157,1,decoration
5960,157,1,build scarecrow
5961,157,1,candle holder
5962,157,1,grow mushrooms
5963,158,1,To open a bottle of wine
5964,158,1,To swat bugs
5965,158,1,To keep furniture legs from scratching a floor
5966,158,1,A hidey house for a small pet
5967,158,1,A container for loose objects
5968,158,1,An air-defreshener
6039,158,1,Ash tray
6040,158,1,Cup/mug
6041,158,1,paint applicator/stamp
6042,158,1,paper weight
5940,159,1,A way to play your favorite sport
5941,159,1,A prop for a play
5942,159,1,A home for your pet hampster
5943,159,1,A topper for your Christmas tree
5944,159,1,Something you can find at a department store
5945,159,1,A way to show your style
6011,159,1,Bug exterminator
6012,159,1,Cereal bowl
6013,159,1,Christmas decoration
6014,159,1,Self defense mechanism
6015,159,1,Paper weight
6016,159,1,Cat toy
6035,160,1,Hide change in it / wallet
6036,160,1,Bug crusher
6037,160,1,Wine holder
6038,160,1,Create fake tracks with it.
6179,160,1,Use it to level a sofa.
6180,160,1,Catch water leakage.
6181,160,1,Replace window-blinds pulley with it.
6182,160,1,Put it under a pumpkin to make it look like it has feet.
5969,161,1,To Use As Hand Wamers
5970,161,1,To drink out of
5971,161,1,To Put Flowers In
5972,161,1,Grow tomato plants
5973,161,1,Throw in place of a football
5974,161,1,As a hand bag
6047,161,1,Hang on wall for decorations
6048,161,1,Window Stop
6049,161,1,As a thanksgiving center piece
6050,161,1,A bookend
6051,161,1,Use instead of a baseball
6052,161,1,A selfie pose holder
6087,162,1,Paper weight
6088,162,1,Door stop
6089,162,1,Decoration
6090,162,1,Clothing for a scarecrow
6091,162,1,"Bug killer (I don't believe in murdering innocent bugs, but I know I'm weird)"
6092,162,1,Alternative football
6199,162,1,Drink cooler
6200,162,1,House plant pot
6201,162,1,Toy
6202,162,1,Marble Storage
6203,162,1,Piggie bank
6204,162,1,Cookie jar
6043,163,1,Turned upside down and used as padding for an exercise bike pedal
6044,163,1,Used a makeshift pair of nun-chuks
6045,163,1,Large shoes as a makeshift bed for very small animals (hamsters)
6046,163,1,I guess one could use one as a makeshift sling if they wanted to
6151,163,1,One could tie the shoe strings together and fashion a string instrument
6152,163,1,using the tip of the shoe to paint semicircles
6153,163,1,Could tie the shoe up and have it act as a hook or hanger
6154,163,1,Certain dogs would appreciate them as a fun chewtoy
6131,164,1,bug squasher
6132,164,1,paperweight
6133,164,1,hold an item
6134,164,1,scrape something off floor
6135,164,1,swat a person or animal
6136,164,1,stamp out a fire
6227,164,1,shoe nunchucks
6228,164,1,pretend to use as a phone
6229,164,1,use as decor
6230,164,1,small shoes could be used on dolls
6105,165,1,Pot for a plant
6106,165,1,As a makeshift handheld shovel
6107,165,1,Somewhere to hide valuables (who looks for jewels or money in old shoes?)
6108,165,1,Using the soles for rubber stamps
6223,165,1,Keep a door open
6224,165,1,Protective hand cover
6225,165,1,Garden decor
6226,165,1,Art brush
6285,166,1,Plant Holder
6286,166,1,Hammer
6287,166,1,Drum Stick
6288,166,1,Stencil
6289,166,1,Pencil Holder
6433,166,1,hand exercise thing
6434,166,1,Window opener holder
6435,166,1,show swap
6436,166,1,decoration
6437,166,1,a silly hat
6438,166,1,storage
6262,167,1,",, , drinking chalice, baby doll bed/toy doll (dress it up in clothes), storage container (for pens and office supplies), planter,"
6263,167,1,art piece
6264,167,1,fly swatter
6265,167,1,table stabilizer
6266,167,1,hammer
6267,167,1,drinking chalice
6377,167,1,paddle to play ping pong/table tennis
6378,167,1,use as a lampshade
6379,167,1,use to prop up cell phone/tablet
6380,167,1,decorate to commemorate special event.
6381,167,1,use as a grave marker
6302,168,1,Flyswatter
6303,168,1,Flower Pot/Planting Pot
6304,168,1,A drinking utensil/glass
6305,168,1,A watercraft for rodents
6306,168,1,A weapon
6307,168,1,A measuring unit
6419,168,1,A fairy tale playhouse set for dolls
6420,168,1,Using high heels as climbing gear
6421,168,1,Fabric material for sewing projects
6422,168,1,As a unique wall decoration
6423,169,1,Doorstop
6424,169,1,Homemade Weapon
6425,169,1,Phone Stand
6426,169,1,Musical Instrument
6427,169,1,Wine Holder
6428,169,1,Bird Feeder
6518,169,1,Emergency Signal Mirror
6519,169,1,Shoe Cheese Grater
6520,169,1,Shoe Speaker Amplifier
6521,169,1,Alarm System
6522,169,1,Flower Arrangement Vase
6523,169,1,Ice Cream Cone Holder
6413,170,1,flower pot
6414,170,1,bug smasher
6415,170,1,doorstop
6416,170,1,sand scoop
6417,170,1,leaky cup
6418,170,1,spider house
6550,170,1,fake foot for peg leg
6551,170,1,scuff protector for chair leg
6552,170,1,glove for hoof
6553,170,1,dice cup
6554,170,1,emergency soup bowl
6555,170,1,in emergency break glass
6820,171,1,Food bowl
6821,171,1,sports ball
6822,171,1,strung together as belt
6823,171,1,Small animal bed
6824,171,1,Purse/carrier
6825,171,1,Measuring device
6904,171,1,To create art using footsteps
6905,171,1,Many shoes on top of each other to build a wall
6906,171,1,Use as a temporary toilet
6907,171,1,Catch water from a dripping faucet
6908,171,1,Use on hands to do a handstand in rough ground
6909,171,1,Shove in leak using as a dam
7353,172,1,Smack a spider on the wall
7354,172,1,Beat a dusty carpet
7355,172,1,Used as a doorstop
7356,172,1,Collectable
7357,172,1,Used to make thunder sounds in movies
7358,172,1,Used to trace shoe marks for fake museum pieces.
7359,172,1,Used to host bacteria for research.
7360,172,1,Play keep away with friends with shoes instead of a ball.
