id,for_user_id,round_id,item,idea_content,rater1,rater2,rater3,rater4
70426,88ft50be,1,paperclip,zipper pull,4,4,2,2
70427,88ft50be,1,paperclip,repair tear in clothing,4,3,2,2
70428,88ft50be,1,paperclip,art/craft item,3,4,2,1
70429,88ft50be,1,paperclip,nail art dotting tool,4,3,3,2
70430,88ft50be,1,paperclip,lock pick,3,3,1,2
70431,88ft50be,1,paperclip,hair styling tool,4,3,2,2
70432,8dsuK18a,1,paperclip,Pipe cleaner,2,4,1,2
70433,8dsuK18a,1,paperclip,Form into a finger ring,2,2,2,2
70434,8dsuK18a,1,paperclip,Fashion into a hook,2,3,1,3
70435,8dsuK18a,1,paperclip,Use to eject a stuck CD-ROM drive,4,4,2,2
70436,8dsuK18a,1,paperclip,Use as a bookmark,1,3,2,2
70437,8dsuK18a,1,paperclip,Use to hang Christmas ornaments on,2,3,1,2
70438,8exnS05w,1,paperclip,hair pin,3,3,2,2
70439,8exnS05w,1,paperclip,lock picker,3,3,1,2
70440,8exnS05w,1,paperclip,safety pin,2,3,2,1
70441,8exnS05w,1,paperclip,jewlery fastener,4,3,2,1
70442,8exnS05w,1,paperclip,cutting tool,1,5,3,1
70443,8exnS05w,1,paperclip,key chain,4,4,1,1
70444,8exnS05w,1,paperclip,dream catcher decoration,5,4,1,3
70445,8QXs25dr,1,paperclip,Art projects,2,4,2,2
70446,8QXs25dr,1,paperclip,hold paper together,1,1,1,1
70447,8QXs25dr,1,paperclip,pick a lock,2,3,1,2
70448,8QXs25dr,1,paperclip,unclog lotion,3,4,2,2
70449,8QXs25dr,1,paperclip,make a chain,2,2,1,1
70453,9Ip75teO,1,paperclip,open it up and use it to hit the tiny reset button on electronics,2,4,1,2
70454,9Ip75teO,1,paperclip,open it and use it to reach into tiny areas to grab something,2,4,2,2
70455,9Ip75teO,1,paperclip,open and use it to clean out a clog in a smoking pipe,2,4,2,2
70456,9Ip75teO,1,paperclip,open it and use  to thread beads on string or hair,2,3,3,2
70457,9mlyecrJ,1,paperclip,"Clip papers together, reach into small space",1,1,1,1
70458,9mlyecrJ,1,paperclip,hang decorations on Christmas Tree,4,3,1,2
70459,9mlyecrJ,1,paperclip,pierce a piece of paper to view solar eclipse,5,2,2,4
70460,9mlyecrJ,1,paperclip,wrap around a pencil to make a spring,5,5,4,2
70461,9mlyecrJ,1,paperclip,chain together to make necklace or cloth,4,2,1,2
70462,9Vtree6i,1,paperclip,glasses hanger,4,5,2,2
70463,9Vtree6i,1,paperclip,wall organizer,4,3,2,1
70464,9Vtree6i,1,paperclip,crafting christmas ornament ,5,3,2,2
70465,9Vtree6i,1,paperclip,cell phone sim card door opener,5,3,2,2
70466,9ZsvZCS0,1,paperclip,Clip papers,1,1,1,1
70467,9ZsvZCS0,1,paperclip,Dig in ears,2,4,2,2
70468,9ZsvZCS0,1,paperclip,Pick locks,2,3,1,2
70469,9ZsvZCS0,1,paperclip,Pierce ears/wear as earring,2,4,2,2
70470,9ZsvZCS0,1,paperclip,Chew on,4,3,2,1
70471,9ZsvZCS0,1,paperclip,Make a mini sculpture,3,5,2,2
70472,9ZsvZCS0,1,paperclip,Clean nails,2,3,2,2
70473,9ZsvZCS0,1,paperclip,Scratch self,2,4,2,2
70474,9ZsvZCS0,1,paperclip,Engrave something into a wooden desk,3,4,3,3
70475,9ZsvZCS0,1,paperclip,Make a paperclip chain,2,2,1,1
70476,A26c3z9n,1,paperclip,hanging divise,2,3,1,1
70477,A26c3z9n,1,paperclip,make angels at Christmas,2,3,3,3
70478,A26c3z9n,1,paperclip,used to clean out fingernails,4,4,2,2
70479,A26c3z9n,1,paperclip,hold socks together in washer,2,3,3,2
70480,A26c3z9n,1,paperclip,colored papreclips for garland,2,3,3,3
70481,A26c3z9n,1,paperclip,color counters for children,3,3,3,2
70482,A26c3z9n,1,paperclip,necklace,2,2,1,2
70483,A26c3z9n,1,paperclip,anklet,2,2,1,3
70484,A26c3z9n,1,paperclip,bracelet,2,2,2,2
70485,A2I3zLm4,1,paperclip,Open a lock,3,3,1,2
70486,A2I3zLm4,1,paperclip,Pick your teeth,1,3,2,2
70487,A2I3zLm4,1,paperclip,Keep papers together,1,1,1,1
70488,A2I3zLm4,1,paperclip,Make a chain,3,2,1,1
70489,A2I3zLm4,1,paperclip,Scratch graffitti,3,3,3,2
70490,A2I3zLm4,1,paperclip,Make wire art,3,3,2,1
70491,A2I3zLm4,1,paperclip,Hurt yourself ,1,2,2,1
70492,A2I3zLm4,1,paperclip,Hurt others,1,2,2,1
70493,A2I3zLm4,1,paperclip,Stick it into an eraser,3,1,2,1
70494,ac93CkSi,1,paperclip,keep snack bags closed,1,4,1,2
70495,ac93CkSi,1,paperclip,earring,2,2,2,2
70496,ac93CkSi,1,paperclip,toothpick,2,4,2,2
70497,ac93CkSi,1,paperclip,screwdriver,3,5,2,2
70498,ac93CkSi,1,paperclip,hair clip,2,3,2,2
70499,ac93CkSi,1,paperclip,fingernail cleaner,2,4,2,2
70500,ac93CkSi,1,paperclip,ornament hanger,2,3,1,2
70501,ac93CkSi,1,paperclip,curtain hanger,2,3,2,2
70502,ac93CkSi,1,paperclip,key chain,2,3,1,2
70503,ac93CkSi,1,paperclip,ruler,2,5,3,2
70504,ac93CkSi,1,paperclip,pen - dip in ink,3,5,3,2
70505,ac93CkSi,1,paperclip,paintbrush -,3,4,3,2
70506,aGzhYc5T,1,paperclip,Hang stuff from ceiling,2,3,1,2
70507,aGzhYc5T,1,paperclip,earring,2,2,2,2
70508,aGzhYc5T,1,paperclip,hold pants up,2,3,1,2
70509,aGzhYc5T,1,paperclip,open lock,2,3,1,2
70510,aGzhYc5T,1,paperclip,stab someone,2,5,2,2
70511,aGzhYc5T,1,paperclip,flick a ball,2,4,4,2
70512,aGzhYc5T,1,paperclip,pinch someone,4,5,2,2
70513,aGzhYc5T,1,paperclip,melt and make into a tiny ball,4,3,5,3
70514,aGzhYc5T,1,paperclip,make bracelet/necklace by connecting,2,2,1,2
70515,AHxx5oRE,1,paperclip,hold papers together,1,1,1,1
70516,AHxx5oRE,1,paperclip,unbend and use to eject a cd/dvd from a computer,2,4,2,2
70517,AHxx5oRE,1,paperclip,use as a wire wrap when unbent fully,3,4,3,2
70518,AHxx5oRE,1,paperclip,can be used as a drawing compass when using two objects in each corner,4,5,4,2
70519,AHxx5oRE,1,paperclip,oval stencil,2,4,3,2
70520,AHxx5oRE,1,paperclip,use to prop up the corner of something that's slightly off,3,4,4,3
70521,AHxx5oRE,1,paperclip,use as a fishing hook,2,3,2,3
70522,AjzQ485d,1,paperclip,Uncoil it to use as a tooth pick,1,4,1,2
70523,AjzQ485d,1,paperclip,uncoil it to use to open up a jammed CD ROM DRIVE,5,3,2,2
70524,AjzQ485d,1,paperclip,Uncoil it to use as a hook to grab things,4,4,2,1
70525,AjzQ485d,1,paperclip,make a circle and wear,4,2,2,1
70526,ak3D0gDJ,1,paperclip,Hold paper,1,1,1,1
70527,ak3D0gDJ,1,paperclip,Clean nails,2,3,2,2
70528,ak3D0gDJ,1,paperclip,Sharp object,2,5,2,1
70529,ak3D0gDJ,1,paperclip,Keep me busy,4,3,2,1
70530,B0o9M8xC,1,paperclip,zipper tab,1,4,2,2
70531,B0o9M8xC,1,paperclip,hem holder,3,3,3,2
70532,B0o9M8xC,1,paperclip,cigar filter,5,4,5,3
70533,B0o9M8xC,1,paperclip,eye glass repair,2,5,2,2
70534,B0o9M8xC,1,paperclip,hair barrette,2,3,2,2
70535,B0o9M8xC,1,paperclip,zipper tab,1,4,2,2
70536,B0o9M8xC,1,paperclip,clean fingernails,2,3,2,2
70537,B0o9M8xC,1,paperclip,Xmas ornament holder,2,3,1,2
70538,B0o9M8xC,1,paperclip,unclog Elmer's glue bottle,4,4,2,2
70539,B0o9M8xC,1,paperclip,calendar holder,3,3,2,2
70540,B0o9M8xC,1,paperclip,belt holder,2,3,2,2
70541,B0o9M8xC,1,paperclip,oenail cleaner,2,4,2,2
70542,B0o9M8xC,1,paperclip,emergency Tie Tack (large ones only),3,5,3,2
70543,B0o9M8xC,1,paperclip,inexpensive ear (or body?)-piercing tool,4,4,2,2
70544,B0o9M8xC,1,paperclip,inexpensive ear (or nose?)ring,2,2,2,2
70545,B2edM796,1,paperclip,Weapon,1,2,2,1
70546,B2edM796,1,paperclip,Lock jimmy,3,3,1,2
70547,B2edM796,1,paperclip,paperclip,1,1,1,1
70548,B2edM796,1,paperclip,science project,4,3,2,1
70549,B2edM796,1,paperclip,electrical conduit,5,5,2,2
70550,B2edM796,1,paperclip,toy,3,3,1,1
70551,b2fcis6W,1,paperclip,Stick (when straightened),2,5,1,1
70552,b2fcis6W,1,paperclip,Pressing rod for handheld devices with a small reset button,2,4,2,2
70553,b2fcis6W,1,paperclip,hair clip,2,3,2,2
70554,b2fcis6W,1,paperclip,paper weight (albeit a poor one),1,3,2,2
70555,b3AN0bjD,1,paperclip,Hold Paper together ,1,1,1,1
70556,b3AN0bjD,1,paperclip,hold mail together ,1,2,1,2
70557,b3AN0bjD,1,paperclip,hold clothing together ,2,3,1,2
70558,b3AN0bjD,1,paperclip,bad earring replacement ,2,2,2,2
70559,b3AN0bjD,1,paperclip,hold and seperate mail ,1,2,1,2
70560,b3AN0bjD,1,paperclip,to categorize your files in an office setting,1,2,1,2
70561,b3AN0bjD,1,paperclip,to add colors to boring documents ,3,3,1,2
70562,b3AN0bjD,1,paperclip,to open doors if locked a key out ,2,3,1,2
70563,b52wN2J4,1,paperclip,hair barrette ,3,3,2,2
70564,b52wN2J4,1,paperclip,bookmark,1,4,2,1
70565,b52wN2J4,1,paperclip,key,3,3,1,1
70566,b52wN2J4,1,paperclip,ornament hook,4,3,1,2
70567,b52wN2J4,1,paperclip,earring,4,3,2,2
70568,B58NwC54,1,paperclip,to hold papers together,1,1,1,1
70569,B58NwC54,1,paperclip,used to hold up girls hair,2,3,2,2
70570,B58NwC54,1,paperclip,to hold a bookmark,1,3,2,2
70571,B58NwC54,1,paperclip,can be made into a bow and arrow,4,5,3,3
70572,b93mLY15,1,paperclip,poker,2,3,2,1
70573,b93mLY15,1,paperclip,key,2,3,1,2
70574,b93mLY15,1,paperclip,scraper,2,4,2,1
70575,b93mLY15,1,paperclip,earing,2,2,2,2
70576,b93mLY15,1,paperclip,tool,1,3,1,1
70577,b93mLY15,1,paperclip,back scratcher,3,4,2,2
70578,b93mLY15,1,paperclip,clothes pin,2,3,1,2
70579,ba1FcFHt,1,paperclip,lock pick,2,3,1,2
70580,ba1FcFHt,1,paperclip,xbox opener,3,4,2,2
70581,ba1FcFHt,1,paperclip,jewelry,2,2,2,1
70582,ba1FcFHt,1,paperclip,binding,1,1,1,1
70583,ba1FcFHt,1,paperclip,twist tie,2,4,2,1
70584,ba1FcFHt,1,paperclip,hair tie,2,3,2,2
70585,ba1FcFHt,1,paperclip,wind chime fastener,4,5,4,4
70586,ba1FcFHt,1,paperclip,pencil decoration,2,4,4,2
70587,ba1FcFHt,1,paperclip,paint applicatior,3,4,3,2
70588,BaQk6mT1,1,paperclip,earring,4,3,2,2
70589,BaQk6mT1,1,paperclip,zipper pull,4,4,2,2
70590,BaQk6mT1,1,paperclip,key ring,4,4,1,1
70592,bCCPp06L,1,paperclip,necklace,2,2,1,2
70593,bCCPp06L,1,paperclip,earrings,2,2,2,2
70594,bCCPp06L,1,paperclip,clasp,1,3,2,1
70595,bCCPp06L,1,paperclip,engraver,3,4,3,2
70596,bCCPp06L,1,paperclip,needle,2,3,2,2
70597,bCCPp06L,1,paperclip,scraper,2,4,2,1
70598,bCCPp06L,1,paperclip,chain,2,2,1,1
70599,bCCPp06L,1,paperclip,antenna,2,4,2,2
70600,bDv6Dpf4,1,paperclip,Art,2,4,2,2
70601,bDv6Dpf4,1,paperclip,belt,2,3,2,2
70602,bDv6Dpf4,1,paperclip,in lieu of a button,2,4,2,2
70603,bDv6Dpf4,1,paperclip,weapon,2,5,2,1
70604,bDv6Dpf4,1,paperclip,scratcher,2,4,2,1
70605,bDv6Dpf4,1,paperclip,in lieu of a key/unlock doors,2,4,1,2
70606,bDv6Dpf4,1,paperclip,in sewing: instead of pins,2,3,2,2
70607,bDv6Dpf4,1,paperclip,chain mail,2,2,1,3
70608,BJx2mO6R,1,paperclip,Use as cleaner for small cracks,2,3,2,2
70609,BJx2mO6R,1,paperclip,use to clean teeth ,1,4,2,2
70610,BJx2mO6R,1,paperclip,Use as poker chips,5,4,3,3
70611,BJx2mO6R,1,paperclip,"Use to reset some electronics, that have a recessed reset button ",5,4,2,2
70612,BJx2mO6R,1,paperclip,keep papers together,1,1,1,1
70613,BJx2mO6R,1,paperclip,"separate paper items, in a stack ",1,2,1,1
70614,bM0Ib3j5,1,paperclip,Keep money stacks together ,1,3,1,2
70615,bM0Ib3j5,1,paperclip,Keep important documents together ,1,1,1,1
70616,bM0Ib3j5,1,paperclip,Keep bag of chips together,1,4,1,2
70617,bM0Ib3j5,1,paperclip,Undo them and use as small poker,2,3,2,2
70621,btcTmH43,1,paperclip,Clip papers together,1,1,1,1
70622,btcTmH43,1,paperclip,Use one end of the clip to poke through something that is small and needed like a screw head (in case you don't have a screwdriver),3,4,3,2
70623,btcTmH43,1,paperclip,clip rice bags to stay shut,2,4,1,2
70624,btcTmH43,1,paperclip,clip chip bags to stay shut,1,4,1,2
70625,btcTmH43,1,paperclip,Clip anything that needs to stay shut and is not too thick,1,4,1,2
70627,bU801XR6,1,paperclip,FOR MONEY,1,3,4,2
70628,bU801XR6,1,paperclip,FOR OPENING LOCKS,2,3,1,2
70630,C0fi1Rtn,1,paperclip,Pick a door knob ,3,3,1,2
70631,C0fi1Rtn,1,paperclip,Holding paper together,1,1,1,1
70632,C0fi1Rtn,1,paperclip,Resetting electronics ( small buttons),5,4,2,2
70633,C0fi1Rtn,1,paperclip,Taking out sim card ,5,3,2,2
70634,c62vD57c,1,paperclip,Bonding paper,1,1,1,1
70635,c62vD57c,1,paperclip,Pick at things,2,3,2,2
70636,c62vD57c,1,paperclip,To fill a paperclip holder,2,2,1,1
70637,c62vD57c,1,paperclip,To hold things together,1,1,1,1
70638,c62vD57c,1,paperclip,Clean dirt under fingernails,2,3,2,2
70639,c62vD57c,1,paperclip,To make an electrical connection on broken radio,2,4,2,2
70640,c62vD57c,1,paperclip,to string together to make a chain,2,2,1,2
70641,c62vD57c,1,paperclip,To clip foldertogether,1,2,1,1
70642,c62vD57c,1,paperclip,To clip cloth together,1,2,1,2
70643,c62vD57c,1,paperclip,To clip plastic together,1,2,1,1
70644,c73oB20h,1,paperclip,suse as a binder/connectocraper to clean cracks and edges,2,3,2,1
70645,c73oB20h,1,paperclip,as a pin on corkboard,2,1,2,1
70646,c73oB20h,1,paperclip,clean your nails,2,3,2,2
70647,c73oB20h,1,paperclip,hang things on axmas tree,4,3,1,2
70648,C9hwW590,1,paperclip,you can use it to organize papers,1,2,1,1
70649,C9hwW590,1,paperclip,pick a lock,2,3,1,2
70650,C9hwW590,1,paperclip,clean finger nails,2,3,2,2
70651,C9hwW590,1,paperclip,scrape an object,2,4,2,2
70652,C9hwW590,1,paperclip,create wire jewelry,2,2,2,2
70653,C9hwW590,1,paperclip,pin crafts,2,3,2,2
70654,C9hwW590,1,paperclip,beading,3,2,2,1
70655,Ccn6Y56v,1,paperclip,hold papers together,1,1,1,1
70656,Ccn6Y56v,1,paperclip,shape it into a bouncy thing,3,2,3,1
70657,Ccn6Y56v,1,paperclip,get dirt out of your fingernails,1,3,2,2
70658,Ccn6Y56v,1,paperclip,push in a reset button ,5,4,2,2
70659,ChL1fI6f,1,paperclip,attach papers,1,1,1,1
70660,cIvhY884,1,paperclip,make a bracelet,2,2,1,2
70661,cIvhY884,1,paperclip,make a chain,2,2,1,1
70662,cIvhY884,1,paperclip,necklace,2,2,1,2
70663,cIvhY884,1,paperclip,use to hold papers together,1,1,1,1
70664,cIvhY884,1,paperclip,use to play football,5,4,3,2
70665,cIvhY884,1,paperclip,use to unlock door,2,3,1,2
70670,D51VgBRW,1,paperclip,paperweight,4,2,2,1
70671,D51VgBRW,1,paperclip,hold papers,1,1,1,1
70672,D51VgBRW,1,paperclip,toothpick,1,4,1,2
70673,D51VgBRW,1,paperclip,poker,2,2,2,1
70674,D51VgBRW,1,paperclip,keyring,4,4,1,1
70675,D51VgBRW,1,paperclip,toy??,3,3,1,1
70676,D51VgBRW,1,paperclip,fishing lure,4,4,2,2
70677,D51VgBRW,1,paperclip,earring,4,3,2,2
70678,d899i6rX,1,paperclip,Hair pin,2,3,2,2
70679,d899i6rX,1,paperclip,pick lock,2,3,1,2
70680,d899i6rX,1,paperclip,ear cleaner,2,4,2,2
70681,d899i6rX,1,paperclip,tool,1,3,1,1
70682,D9ZeYC3r,1,paperclip,a hair clip,2,3,2,2
70683,D9ZeYC3r,1,paperclip,a lock pick,2,3,1,2
70684,D9ZeYC3r,1,paperclip,a miniature bow and arrow (with rubber band,4,5,4,4
70685,D9ZeYC3r,1,paperclip,a dental scraper (for really tight budgets),5,4,2,4
70686,D9ZeYC3r,1,paperclip,a short for a circuit,2,4,3,2
70687,D9ZeYC3r,1,paperclip,a conductor,2,4,3,2
70688,D9ZeYC3r,1,paperclip,a bookmark,1,3,2,2
70689,D9ZeYC3r,1,paperclip,a money clip,1,3,1,2
70690,dENdB2Qt,1,paperclip,keep papers together,1,1,1,1
70691,dENdB2Qt,1,paperclip,blow a fuse,2,4,3,3
70692,dENdB2Qt,1,paperclip,pick a lock,2,3,1,2
70693,dENdB2Qt,1,paperclip,fish hook,2,3,2,3
70694,dENdB2Qt,1,paperclip,pierce an ear,2,4,2,2
70695,dENdB2Qt,1,paperclip,make a bracelet,2,2,1,2
70696,dENdB2Qt,1,paperclip,pick teeth,2,4,1,2
70697,dENdB2Qt,1,paperclip,make a toy,2,3,2,2
70698,dENdB2Qt,1,paperclip,scratch lottery card,2,4,2,2
70699,dENdB2Qt,1,paperclip,complete a circuit,2,4,2,2
70700,dENdB2Qt,1,paperclip,scratch an itch,2,4,2,2
70701,dENdB2Qt,1,paperclip,pick fingernails,2,4,2,2
70702,dENdB2Qt,1,paperclip,pick toenails,2,4,1,2
70703,dENdB2Qt,1,paperclip,stab an attacker,2,5,2,2
70704,dENdB2Qt,1,paperclip,weight the front of a paper airplane,3,4,2,4
70705,DH4EoL1H,1,paperclip,Keep documents together.,1,1,1,1
70706,dmIgzB0X,1,paperclip,Keeping paper together,1,1,1,1
70707,dmIgzB0X,1,paperclip,opening a lock,3,3,1,2
70708,dmIgzB0X,1,paperclip,pulling hair out of your face,2,3,2,2
70709,dmIgzB0X,1,paperclip,cleaning a pipe,4,3,2,2
70710,dmIgzB0X,1,paperclip,scraping off residue from something,2,3,2,1
70711,dmIgzB0X,1,paperclip,making jewelry,4,3,1,1
70712,dmIgzB0X,1,paperclip,keeping craft supplies together,2,2,1,1
70713,dmIgzB0X,1,paperclip,fixing a zipper pull,4,4,2,2
70714,dmIgzB0X,1,paperclip,putting up christmas lights,4,4,2,2
70715,dmIgzB0X,1,paperclip,hanging up things on a wall,4,3,1,1
70716,dTYiXuFS,1,paperclip,Organize paper together,1,2,1,1
70717,dTYiXuFS,1,paperclip,throwing at someone,2,3,2,1
70718,Dw04qHCX,1,paperclip,hold papers,1,1,1,1
70719,Dw04qHCX,1,paperclip,improvised weapon,4,2,1,1
70720,Dw04qHCX,1,paperclip,poke a button,4,2,2,1
70721,Dw04qHCX,1,paperclip,scratch oneself,1,3,2,1
70722,Dw04qHCX,1,paperclip,demonstrate magnetism,4,3,2,2
70723,Dw04qHCX,1,paperclip,interlink for crafts,4,3,2,1
70724,Dw04qHCX,1,paperclip,attach disparate items,1,1,1,1
70725,e16V8C6A,1,paperclip,hold paper together,1,1,1,1
70726,e16V8C6A,1,paperclip,pick lock,2,3,1,2
70727,e16V8C6A,1,paperclip,pick teeth,2,4,1,2
70728,e16V8C6A,1,paperclip,made into chain,2,2,1,1
70729,ec4h4OE3,1,paperclip,Lock pick,3,3,1,2
70730,ec4h4OE3,1,paperclip,hold papers together,1,1,1,1
70731,ec4h4OE3,1,paperclip,electronics reset button presser,5,4,2,2
70732,ec4h4OE3,1,paperclip,fingernail cleaner,1,3,2,2
70733,ec4h4OE3,1,paperclip,twist tie,4,3,2,1
70734,ef69VTb3,1,paperclip,To hold papers together,1,1,1,1
70735,ef69VTb3,1,paperclip,To be used to pick locks,3,3,1,1
70736,ef69VTb3,1,paperclip,To be used to hold things on cubicle walls,2,2,2,2
70737,ef69VTb3,1,paperclip,To be used in a science experiment (for positive/negative charge),5,3,3,2
70738,ef69VTb3,1,paperclip,To help hold hair in one place,4,3,2,2
70739,ef69VTb3,1,paperclip,To reset electronics ,5,4,2,2
70744,EqZE362k,1,paperclip,hem holder,4,3,2,2
70745,EqZE362k,1,paperclip,eye glass repair,4,4,2,2
70746,EqZE362k,1,paperclip,hair barrette,3,3,2,2
70747,EqZE362k,1,paperclip,zipper tab,4,4,2,2
70748,EqZE362k,1,paperclip,ornament holder,4,3,1,2
70749,EqZE362k,1,paperclip,calendar holder,1,4,4,2
70750,EqZE362k,1,paperclip,belt holder,4,3,2,2
70751,EqZE362k,1,paperclip,huller for strawberries,5,4,4,3
70752,EqZE362k,1,paperclip,cherry pit remover,5,4,1,2
70753,euaMDyU7,1,paperclip,toothpick,1,4,1,2
70754,euaMDyU7,1,paperclip,fingernail cleaner,1,3,2,2
70755,euaMDyU7,1,paperclip,hole puncher,2,2,2,1
70756,euaMDyU7,1,paperclip,tie clip,2,3,2,1
70757,euaMDyU7,1,paperclip,reset button pusher,5,4,2,2
70758,euaMDyU7,1,paperclip,zit popper,2,2,5,3
70759,euaMDyU7,1,paperclip,head scratcher,2,4,2,2
70760,EwBSSB2k,1,paperclip,Hold papers together,1,1,1,1
70761,EwBSSB2k,1,paperclip,"Unfold, use as ear scratcher",2,4,2,2
70762,EwBSSB2k,1,paperclip,"Unfold, use to eject floppy disc from antique mac",3,4,2,4
70763,EwBSSB2k,1,paperclip,"Straighten, re-fold into art shape",2,3,2,2
70764,EwBSSB2k,1,paperclip,"Put paper wads on ends, use as mouse barbell",2,5,5,5
70765,F3E7d323,1,paperclip,bookmark,1,4,2,1
70766,F3E7d323,1,paperclip,key,3,3,1,1
70770,FdOMf9nm,1,paperclip,Lock pick,3,3,1,2
70771,FdOMf9nm,1,paperclip,hair barrette,3,3,2,2
70772,FdOMf9nm,1,paperclip,Body Piercing tool,1,2,3,2
70773,FdOMf9nm,1,paperclip,cone incense holder/stand ,5,4,5,2
70774,FdOMf9nm,1,paperclip,miniature slingshot ,5,4,3,2
70775,FdOMf9nm,1,paperclip,chain link ,3,3,1,1
70776,FdOMf9nm,1,paperclip,hold temple to glasses when screw is lost ,4,4,2,2
70777,FE7ZtheE,1,paperclip,put papers together,1,1,1,1
70778,FE7ZtheE,1,paperclip,pick a lock,2,3,1,2
70779,FE7ZtheE,1,paperclip,hold plastic bags together,1,1,1,2
70780,fF0xmCfi,1,paperclip,to hold papers and documents together,1,1,1,1
70781,Fh8745VU,1,paperclip,Can be used to apply crazy glue,4,2,4,2
70782,Fh8745VU,1,paperclip,Can be used as a fastener,1,4,1,1
70783,Fh8745VU,1,paperclip,Can be used as a paper clip,1,1,1,1
70784,Fh8745VU,1,paperclip,Can be used to fasten a propeller to a toy airplane,5,3,4,3
70785,Fh8745VU,1,paperclip,Can be used as a projectile,5,1,3,1
70786,Fh8745VU,1,paperclip,Can be used to clean tight places,4,3,2,2
70787,Fh8745VU,1,paperclip,Can be used to etch designs in clay,5,3,3,2
70788,Fh8745VU,1,paperclip,Can be used to give weight to a paper toy,5,2,4,2
70789,fpSd88hY,1,paperclip,keep papers together,1,1,1,1
70790,fpSd88hY,1,paperclip,make little animal figures with them,5,2,3,2
70791,fpSd88hY,1,paperclip,connect 2 terminals of a battery together to test battery strength,5,5,3,3
70792,fpSd88hY,1,paperclip,bend it into a small catapult to fire little pieces of paper at your coworker,5,3,5,5
70793,fpSd88hY,1,paperclip,"if you get enough of them, you could make a paperweight",4,2,3,1
70794,FQfN6485,1,paperclip,use to pick a lock,3,3,1,2
70795,FQfN6485,1,paperclip,use to fasten papers,1,1,1,1
70796,FQfN6485,1,paperclip,fashion into a ring,4,3,2,2
70797,FQfN6485,1,paperclip,fashion into a bracelet,4,3,1,2
70798,FQfN6485,1,paperclip,make a chain,3,2,1,1
70799,G1u8Znj3,1,paperclip,pick a lock,3,3,1,2
70800,G1u8Znj3,1,paperclip,hair tie,4,3,2,2
70801,G1u8Znj3,1,paperclip,poke things,2,2,2,1
70802,G1u8Znj3,1,paperclip,hanger or hook,4,4,1,1
70803,G1u8Znj3,1,paperclip,clean out cracks,2,3,2,2
70804,g5uvlF2v,1,paperclip,clip  papers,1,1,1,1
70805,g5uvlF2v,1,paperclip,clean a carburetor on a lawn mower,5,4,3,3
70806,g5uvlF2v,1,paperclip,when opened reset modum,5,4,2,2
70807,g5uvlF2v,1,paperclip,pull hair back like a barrette ,3,3,2,2
70808,G63FgMsT,1,paperclip,earring,4,3,2,2
70809,G63FgMsT,1,paperclip,screw driver,3,4,3,2
70810,G63FgMsT,1,paperclip,art object,3,4,2,1
70811,G63FgMsT,1,paperclip,ornament,3,3,1,1
70812,G63FgMsT,1,paperclip,ring,4,3,2,2
70813,G63FgMsT,1,paperclip,stick figure,4,3,2,1
70814,G63FgMsT,1,paperclip,ornament holder for xmas tree,4,3,1,2
70815,G63FgMsT,1,paperclip,an attachment ring,2,1,2,2
70816,G63FgMsT,1,paperclip,barrett,3,3,2,2
70817,GBLQ0YK2,1,paperclip,scratch a lottery ticket ,2,4,2,2
70818,GBLQ0YK2,1,paperclip,hang things using it from the ceiling,2,3,1,2
70819,GBLQ0YK2,1,paperclip,use it after changing its shape as a sub for a lost chain part,5,3,1,2
70820,gEOtW7kc,1,paperclip,Clip together papers,1,1,1,1
70821,gEOtW7kc,1,paperclip,String together to make a chain,2,2,1,1
70822,gEOtW7kc,1,paperclip,Wear as an earring,2,2,2,2
70823,gEOtW7kc,1,paperclip,Turn into a necklace,2,2,1,2
70824,gEOtW7kc,1,paperclip,Clean under fingernails,2,3,2,2
70825,gEOtW7kc,1,paperclip,Hold keys together,2,4,1,2
70826,gEOtW7kc,1,paperclip,Bend into fun shapes to make a sculpture,3,4,2,3
70827,gEOtW7kc,1,paperclip,Use as a zipper pull for broken zipper,2,5,2,2
70828,gEOtW7kc,1,paperclip,Put a bunch of them together to make a paperweight,2,4,2,1
70829,H6CjN8B9,1,paperclip,clip papers together,1,1,1,1
70830,H6CjN8B9,1,paperclip,clean out small crevice/cleaning tool,2,3,2,2
70831,H6CjN8B9,1,paperclip,self defense device?  unfolded it can hurt!,4,5,3,2
70832,H6CjN8B9,1,paperclip,"unfolded, use end for small electronic buttons...or to push a buttom",2,4,2,2
70833,H6CjN8B9,1,paperclip,artwork out of paperclips,2,4,2,2
70834,H6CjN8B9,1,paperclip,rope o clips,4,5,1,1
70835,H6CjN8B9,1,paperclip,to hold money together ,1,3,1,2
70836,H6CjN8B9,1,paperclip,ear cleaner,2,4,2,2
70837,H6CjN8B9,1,paperclip,make paper clip robots? buildin,3,4,4,2
70838,HC0uORy6,1,paperclip,use as a toothpick,1,4,2,2
70839,HC0uORy6,1,paperclip,try to unlock a lock,2,3,1,2
70840,HC0uORy6,1,paperclip,hang up clothes,2,3,1,2
70841,HC0uORy6,1,paperclip,clean out a pipe,2,3,2,2
70842,HC0uORy6,1,paperclip,clean your fingernails,2,3,2,2
70843,HcYiggdZ,1,paperclip,lock pick,3,3,1,2
70844,HcYiggdZ,1,paperclip,cleaner for small places,2,3,2,1
70845,HcYiggdZ,1,paperclip,miniature screw driver (if tine is flattened),3,4,3,2
