id,idea_content,llama33k10,for_user_id,round_id
60642,sitting on,182,9wW6AB6o,1
60643,painting on,124,9wW6AB6o,1
60644,building a hurricane shelter,282,9wW6AB6o,1
60645,throwing off an interstate,340,9wW6AB6o,1
60646,breaking a window,131,9wW6AB6o,1
60647,in a fight,343,9wW6AB6o,1
60648,grabbing on to.,626,9wW6AB6o,1
60649,Build walls,156,9Xxv7HVW,1
60650,Paperweight,22,9Xxv7HVW,1
60651,Break windows,131,9Xxv7HVW,1
60652,Planter box,430,9Xxv7HVW,1
60653,Patio,420,9Xxv7HVW,1
60654,Door Stop,2,9Xxv7HVW,1
60655,BBQ Pit,46,9Xxv7HVW,1
60656,Sidewalk,23,9Xxv7HVW,1
60657,Stairs,297,9Xxv7HVW,1
60658,Fireplace,9,9Xxv7HVW,1
60659,Used to build a house,10,A04NGLXd,1
60660,Used to build an underpinning on a trailer or double wide,260,A04NGLXd,1
60661,Use to make an outdoor oven or grill,166,A04NGLXd,1
60662,Used to build a flowerbed or garden,24,A04NGLXd,1
60663,Used to put around a pond,39,A04NGLXd,1
60664,Used to put around trees,279,A04NGLXd,1
60665,Used around a fireplace,277,A04NGLXd,1
60666,Used for a chimney,72,A04NGLXd,1
60667,building wall,156,a1sXl67O,1
60668,weapon,1,a1sXl67O,1
60669,sculpture,261,a1sXl67O,1
60670,barrier,139,a1sXl67O,1
60671,door jam,314,a1sXl67O,1
60672,steps,71,a1sXl67O,1
60673,paperweight,22,a1sXl67O,1
60674,window breaker,545,a1sXl67O,1
60675,keep car from rolling,291,a1sXl67O,1
60676,artifact,305,a1sXl67O,1
60677,paper weight,22,a22F7mGo,1
60678,door stopper,2,a22F7mGo,1
60679,use it with other objects to build a doll house,5,a22F7mGo,1
60680,shelf or table for small items,326,a22F7mGo,1
60681,separate books of a certain category,595,a22F7mGo,1
60682,a dumbell,475,a3C6fX0r,1
60683,a paper weight,22,a3C6fX0r,1
60684,foot massager,573,a3C6fX0r,1
60685,a grinder,17,a3C6fX0r,1
60686,use as weapon,1,a86AOJNG,1
60687,grind into powder,504,a86AOJNG,1
60688,decoration,13,a86AOJNG,1
60689,door stopper,2,a86AOJNG,1
60690,paper weight,22,a86AOJNG,1
60691,fireplace,9,aCvQh67K,1
60692,walkway,62,aCvQh67K,1
60693,hold down paper,22,aCvQh67K,1
60694,build things,109,aCvQh67K,1
60695,Use it as a weight,132,ad0TqaYE,1
60696,build a wall,15,AGYRgU1p,1
60697,house,189,AGYRgU1p,1
60698,bridge,540,AGYRgU1p,1
60699,skyscraper,258,AGYRgU1p,1
60700,art,490,AGYRgU1p,1
60701,garden,289,aiu7Y4jY,1
60702,house,189,aiu7Y4jY,1
60703,fireplace,9,aiu7Y4jY,1
60704,dog house,67,aiu7Y4jY,1
60705,design,388,aiu7Y4jY,1
60706,BUILD A HOUSE,10,aKRPi4oZ,1
60707,THROW THROUGH A WINDOW,171,aKRPi4oZ,1
60708,DOOR STOP,2,aKRPi4oZ,1
60709,DECORATION AS PART OF CHIMINEY,350,aKRPi4oZ,1
60710,PAPER WEIGHT,22,aKRPi4oZ,1
60711,TO STOP A CAR FROM ROLLING AHEAD OR Back,291,aKRPi4oZ,1
60712,TO STOP SOMETHING FROM FLYING AWAY DURING STRONG WINDS,172,aKRPi4oZ,1
60713,TO STAND ON IN ORDER TO SEE OVER SOME,88,aKRPi4oZ,1
60714,keep a door open,119,an58NLsL,1
60715,smash in a window,131,an58NLsL,1
60716,hold down some papers,22,an58NLsL,1
60717,spray paint into a sculpture,31,an58NLsL,1
60718,use as a cutting board,466,an58NLsL,1
60719,lay on a counter top,28,an58NLsL,1
60720,make a driveway or a walkway,372,an58NLsL,1
60721,use in an oven as a pizza stone,162,an58NLsL,1
60722,use as a secret message (ie leave the brick on the corner of north and wabash!),352,an58NLsL,1
60723,grind into dust,504,an58NLsL,1
60724,play catch,458,an58NLsL,1
60725,paperweight,53,aP33crx5,1
60726,door stop,2,aP33crx5,1
60727,blunt weapon,1,aP33crx5,1
60728,art material,484,aP33crx5,1
60729,wall component,40,aP33crx5,1
60730,bed riser,161,aP33crx5,1
60731,room divider,574,aP33crx5,1
60732,hot stone,248,aP33crx5,1
60733,bookend,215,aP33crx5,1
60734,build a house,10,aPAbQF7T,1
60735,make a perimeter,220,aPAbQF7T,1
60736,paperweight,22,aPAbQF7T,1
60737,step stool,121,AtOs67ky,1
60738,counter weight for clock,418,AtOs67ky,1
60739,Big Ben,199,AtOs67ky,1
60740,marker for pet grave,278,AtOs67ky,1
60741,use for lifting weight,250,AtOs67ky,1
60742,to smooth wallpaper,389,AtOs67ky,1
60743,use to smooth calluses,197,AtOs67ky,1
60744,to prop open a window,21,AtOs67ky,1
60745,wall,40,Au6dHbiR,1
60746,paperweight,539,Au6dHbiR,1
60747,kill a bug,266,Au6dHbiR,1
60748,break a window,131,Au6dHbiR,1
60749,write on sidewalk,163,Au6dHbiR,1
60750,use as bookstands,460,Au6dHbiR,1
60751,paper weight,22,AW7FwnXu,1
60752,platform for something to raise something off the ground,491,AW7FwnXu,1
60753,door stop,2,AW7FwnXu,1
60754,weapon,1,AW7FwnXu,1
60755,tool to hammer with,515,AW7FwnXu,1
60756,tool to turn over a gopher tortoise,130,AW7FwnXu,1
60757,Edge a garden.,185,b180td4X,1
60758,Paper weight.,539,b180td4X,1
60759,Use it to sharpen a tool.,99,b180td4X,1
60760,Use several to hold a tarp in place,524,b180td4X,1
60761,Build a wall with them.,15,b180td4X,1
60762,Build a walkway.,506,b180td4X,1
60763,buildings,97,B8EkU1fk,1
60764,roads,102,B8EkU1fk,1
60765,sidewalks,23,B8EkU1fk,1
60766,break windows,131,B8EkU1fk,1
60767,weigh something down ,132,B8EkU1fk,1
60768,Patio pavers,177,B8x6J8Cu,1
60769,chimneys,55,B8x6J8Cu,1
60770,walls,40,B8x6J8Cu,1
60771,barbeques,164,B8x6J8Cu,1
60772,siding for houses and buildings,145,B8x6J8Cu,1
60773,sidewalks,23,B8x6J8Cu,1
60774,window wells siding,407,B8x6J8Cu,1
60775,stepping stones,136,B8x6J8Cu,1
60776,A WALL,40,BB3KJdhl,1
60777,A HOUSE,189,BB3KJdhl,1
60778,THROW,148,BB3KJdhl,1
60779,BUILD,97,BB3KJdhl,1
60780,FIREPLACE,9,BB3KJdhl,1
60781,U COULD SIT ON IT,318,BB3KJdhl,1
60782,BUILD FLOWER PLANTER,214,BB3KJdhl,1
60783,closing the oven,344,BETA8TpC,1
60784,pave your road if muddy,465,BETA8TpC,1
60785,scratch,380,BETA8TpC,1
60786,brake a window,131,BETA8TpC,1
60787,keep your bbq warm,557,BETA8TpC,1
60788,doorstop,2,BETA8TpC,1
60789,smash nuts,519,BETA8TpC,1
60790,Closing an oven.,344,bfOfv2B9,1
60791,Holding in plants and flowers in a front lawn,180,bfOfv2B9,1
60792,Using as a decorative piece in a walk way or yard.,223,bfOfv2B9,1
60793,Using a brick to prop a door open.,2,bfOfv2B9,1
60794,Using a brick to keep a door closed.,2,bfOfv2B9,1
60795,Closing an oven door,344,bfOfv2B9,1
60796,Propping an oven door open.,119,bfOfv2B9,1
60797,door stop,2,C67DPV18,1
60798,paper weight,22,C67DPV18,1
60799,weapon for protection,1,C67DPV18,1
60800,book end,215,C67DPV18,1
60801,coconut smasher,73,C67DPV18,1
60802,rolling pin/flattener,127,C67DPV18,1
60803,paper weight,22,C8q1Ph4i,1
60804,door stopper,2,C8q1Ph4i,1
60805,shot put practice,569,C8q1Ph4i,1
60806,bookend,215,C8q1Ph4i,1
60807,message through a window,611,C8q1Ph4i,1
60808,mini chalk board,300,C8q1Ph4i,1
60809,Use as a weapon.,1,Ce87d074,1
60810,Throw through a window.,171,Ce87d074,1
60811,Hold a door.,2,Ce87d074,1
60812,Place on top a stack of papers.,22,Ce87d074,1
60813,Draw a rectangle from its shape.,160,Ce87d074,1
60814,Weigh it.,196,Ce87d074,1
60815,Paper weight,22,Cg25X24o,1
60816,door stop,2,Cg25X24o,1
60817,hold row books,328,Cg25X24o,1
60818,Build,598,cMdakEnx,1
60819,Smash something,108,cMdakEnx,1
60820,Hammer,51,cMdakEnx,1
60821,Percussion Instrument,401,cMdakEnx,1
60822,Stepping stone over a puddle,194,cMdakEnx,1
60823,stepping stool,121,cMdakEnx,1
60824,oven lining,411,cMdakEnx,1
60826,FLOWER GARDEN,280,Ct2dB902,1
60827,DOOR STOP,2,Ct2dB902,1
60828,BOOK ENDS,215,Ct2dB902,1
60829,PAPER WEIGHT,22,Ct2dB902,1
60830,FLOWER ARRANGEMENT,416,Ct2dB902,1
60831,fire pits,176,D0oEDjkj,1
60832,buildings,97,D0oEDjkj,1
60833,make art,532,D0oEDjkj,1
60834,use in gardens,373,D0oEDjkj,1
60835,sidewalks,23,D0oEDjkj,1
60836,prop things,195,D0oEDjkj,1
60837,Smashing someones head,70,D13S9Cg0,1
60838,Building a house,10,D13S9Cg0,1
60839,Building a pyramid,93,D13S9Cg0,1
60840,Throwing through a window,171,D13S9Cg0,1
60841,Smashing cars,549,D13S9Cg0,1
60842,Murder weapon,1,D13S9Cg0,1
60843,Casket,186,D13S9Cg0,1
60844,Walkway,62,D13S9Cg0,1
60845,Burial Vault,556,D13S9Cg0,1
60846,door stop,2,dCKR8659,1
60847,weapon,1,dCKR8659,1
60848,paper weight,22,dCKR8659,1
60849,weight lifting object,45,dCKR8659,1
60850,flower pot base,608,dCKR8659,1
60851,step ladder,65,dCKR8659,1
60852,build a house,10,DD94108z,1
60853,paint into an art project,254,DD94108z,1
60854,bury them to fill a hole. ,415,DD94108z,1
60855,make stairs,155,DD94108z,1
60856,build a fire ring,346,DD94108z,1
60857,use for cellar walls,486,DD94108z,1
60858,make a flower bed,24,DD94108z,1
60859,use to put tires on,615,DD94108z,1
60860,throw at someone,76,DD94108z,1
60861,brace a bed,161,DD94108z,1
60862,hold down paper,22,DD94108z,1
60863,Weapon,1,dF90wsE2,1
60864,platform,562,dF90wsE2,1
60865,step,96,dF90wsE2,1
60866,building block,249,dF90wsE2,1
60867,wheel lock,301,dF90wsE2,1
60868,bridge,540,dF90wsE2,1
60869,weight,36,dF90wsE2,1
60870,sinker,123,dF90wsE2,1
60871,build a house,10,dJl6KX4C,1
60872,build a wall,15,dJl6KX4C,1
60873,use as a paper weight,22,dJl6KX4C,1
60874,door stop,2,dJl6KX4C,1
60875,weapon,1,dJl6KX4C,1
60876,pave a road,68,dJl6KX4C,1
60877,Build a house,10,Ds5W7uZh,1
60878,build a wall,15,Ds5W7uZh,1
60879,paperweight,539,Ds5W7uZh,1
60880,Break a window,131,Ds5W7uZh,1
60881,cook meat under it to press the meat,399,Ds5W7uZh,1
60882,Heat it and cook food on top of it,441,Ds5W7uZh,1
60883,Step on it to gain a little height for reaching,230,Ds5W7uZh,1
60884,Make a garden path,438,Ds5W7uZh,1
60885,Wedge it under the tire of a wheel barrow to keep the wheel barrow from rolling down a hill,291,Ds5W7uZh,1
60886,lift it as a weight for exercise,250,Ds5W7uZh,1
60887,to hold papers,22,dwgD2J8Z,1
60888,to hit someone in the head,178,dwgD2J8Z,1
60889,to draw in the floor,482,dwgD2J8Z,1
60890,to take the bad part of a fruit or a vegetable,500,dwgD2J8Z,1
60891,Wall,40,DXQb2R2M,1
60892,Street,150,DXQb2R2M,1
60893,building,97,DXQb2R2M,1
60894,sidewalk,23,DXQb2R2M,1
60895,school,293,DXQb2R2M,1
60896,house,189,DXQb2R2M,1
60897,firehouse,144,DXQb2R2M,1
60898,Door stop,2,e1t22a36,1
60899,book holder,138,e1t22a36,1
60900,fixing an unstable table,168,e1t22a36,1
60901,ash tray,193,e1t22a36,1
60902,to color with chalk on,227,e1t22a36,1
60903,for hanging your heels off to stretch them,184,e1t22a36,1
60904,building,97,e1t22a36,1
60905,to prop up a window,21,e1t22a36,1
60906,to hold down fabric when its windy,172,e1t22a36,1
60907,to weigh something down so you can drop it to the bottom of the ocean,20,e1t22a36,1
60908,paint a face on it and call it a pet,281,e1t22a36,1
60909,use as a doorstop,2,E2W2flhW,1
60910,use as a paperweight,22,E2W2flhW,1
60911,break a widow,383,E2W2flhW,1
60912,use as a weapon,1,E2W2flhW,1
60913,use as an anchor,52,E2W2flhW,1
60920,Weapon,1,e72hRl7Y,1
60921,support system,231,e72hRl7Y,1
60922,walkway,62,e72hRl7Y,1
60923,smash windows,131,Ei6PYuoa,1
60924,smash faces,579,Ei6PYuoa,1
60925,fake phone,286,Ei6PYuoa,1
60926,stop for car,550,Ei6PYuoa,1
60927,lead foot for car,393,Ei6PYuoa,1
60928,build a house,10,eKeAvV0P,1
60929,build a wall,15,eKeAvV0P,1
60930,throw at a window,171,eKeAvV0P,1
60931,lay a garden path,438,eKeAvV0P,1
60932,lay a walkway,81,eKeAvV0P,1
60933,hold open a door,119,eKeAvV0P,1
60934,close up a doorway,594,eKeAvV0P,1
60935,close up a fireplace,591,eKeAvV0P,1
60936,hold down paper on a desk,22,eKeAvV0P,1
60937,hold open a gate,112,eKeAvV0P,1
60938,use to warm hands after heating brick,320,eKeAvV0P,1
60939,sink something into water,110,eKeAvV0P,1
60940,block a doorway,159,eKeAvV0P,1
60941,Used as a paperweight,22,EO5hLP9v,1
60942,Stepped on in order to reach something on a high shelf,230,EO5hLP9v,1
60943,Tie a balloon to it to keep it from floating away,49,EO5hLP9v,1
60944,Use it to crack open walnuts,101,EO5hLP9v,1
60945,house,189,EoD82940,1
60946,walkway,62,EoD82940,1
60947,wall,40,EoD82940,1
60948,steps,71,EoD82940,1
60949,weapon,1,EoD82940,1
60950,shield,514,EoD82940,1
60951,color,546,EoD82940,1
60952,hotel,432,EoD82940,1
60953,building,97,EoD82940,1
60954,weapon,1,F6C3p16Q,1
60955,table level,507,F6C3p16Q,1
60956,yard decor,467,F6C3p16Q,1
60957,hammer,51,F6C3p16Q,1
60958,weight,36,F6C3p16Q,1
60959,anchor,52,F6C3p16Q,1
60960,tire stop,291,F6C3p16Q,1
60961,build a house,10,F74d5I2Y,1
60962,build a firepit,346,F74d5I2Y,1
60963,build a wall,15,F74d5I2Y,1
60964,paint the brick,254,F74d5I2Y,1
60965,use as a weight,132,F74d5I2Y,1
60966,doorstop,2,faOPf746,1
60967,heat and wrap up as foot warmer for cold nights,487,faOPf746,1
60968,bookend,215,faOPf746,1
60969,conk burglar on head,190,faOPf746,1
60970,use between planks to make shelves,86,faOPf746,1
60971,paperweight,53,faOPf746,1
60972,use small piece as chalk,288,faOPf746,1
60973,put underneath computer screen to raise higher,302,faOPf746,1
60974,prop open window,21,faOPf746,1
60975,Build a house,10,fuw6erRl,1
60976,Build a sidewalk,424,fuw6erRl,1
60977,Build a fire pit,346,fuw6erRl,1
60978,Level something out,251,fuw6erRl,1
60979,Build a house,10,FVKi04e2,1
60980,Make a driveway,236,FVKi04e2,1
60981,Build a sidewalk,81,FVKi04e2,1
60982,Prop open a door,119,FVKi04e2,1
60983,Throw it through a window,171,FVKi04e2,1
60984,Build a chimney,72,FVKi04e2,1
60985,Place on top of chicken while cooking,243,FVKi04e2,1
60986,Help to bring up the temperature of an oven,377,FVKi04e2,1
60987,Build an oven,477,FVKi04e2,1
60988,House,189,fZ6O1FFo,1
60989,Protect,141,fZ6O1FFo,1
60990,Surround,581,fZ6O1FFo,1
60991,art project,117,g4H0570f,1
60992,propping up table,168,g4H0570f,1
60993,centerpeice for table,403,g4H0570f,1
60994,measuring items,228,g4H0570f,1
60995,cracking nuts,101,g4H0570f,1
60996,yard ornament,27,g4H0570f,1
60997,building something,97,g4H0570f,1
60998,stepping stone,194,g4H0570f,1
60999,BUILDING,97,gf1ZRJqF,1
61000,OVEN,471,gf1ZRJqF,1
61001,DECORATION,13,gf1ZRJqF,1
61002,build a house,10,GFR0BPPd,1
61003,build a bridge,4,GFR0BPPd,1
61004,make steps,155,GFR0BPPd,1
61005,stepping stones,136,GFR0BPPd,1
61006,build a barrier,139,GFR0BPPd,1
61007,fence,103,GFR0BPPd,1
61008,weapon,1,gIk5xOKf,1
61009,sidewalk,23,gIk5xOKf,1
61010,gold,319,gIk5xOKf,1
61011,doorstop,2,gIk5xOKf,1
61012,paperweight,22,gIk5xOKf,1
61013,chalk,288,gIk5xOKf,1
61014,Building a house,10,gjA0Fn4P,1
61015,throwing at someone,76,gjA0Fn4P,1
61016,paper weight,22,gjA0Fn4P,1
61017,door stop,2,gjA0Fn4P,1
61018,decoration,13,gjA0Fn4P,1
61019,building a building ,535,gjA0Fn4P,1
61020,breaking into rocks ,437,gjA0Fn4P,1
61021,putting under wood to create a bicycle ramp,324,gjA0Fn4P,1
61022,filling a hole ,415,gjA0Fn4P,1
61023,heating and cooking food on ,441,gjA0Fn4P,1
61024,putting in front of a tire to stop a car from rolling,291,gjA0Fn4P,1
61025,putting a hole in a wall,547,gjA0Fn4P,1
61026,putting under a chair leg so that the chair stands up right ,251,gjA0Fn4P,1
61027,giving as a gift if its special in some way ,501,gjA0Fn4P,1
61028,Construction,97,H0S1Pt9i,1
61029,Weapon,1,H0S1Pt9i,1
61030,Place in the back of a toilet to reduce water usage,60,H0S1Pt9i,1
61031,Decoration,13,H0S1Pt9i,1
61032,To prop something up,435,H0S1Pt9i,1
61033,Art,490,H0S1Pt9i,1
61034,Door stop,2,H0S1Pt9i,1
61035,As a step,96,H0S1Pt9i,1
61036,paper weight,2,h9jx69Z9,1
61037,weapon,1,h9jx69Z9,1
61038,heating element,345,h9jx69Z9,1
61039,Book shelves,198,h9jx69Z9,1
61040,bug smasher,174,h9jx69Z9,1
61041,window smasher,545,h9jx69Z9,1
61042,key hider,462,h9jx69Z9,1
61043,garden paver,177,h9jx69Z9,1
61044,sidewalk paver,599,h9jx69Z9,1
61045,build fireplace,277,hF5xX42i,1
61046,door stop,2,hF5xX42i,1
61047,decorate for paper weight,53,hF5xX42i,1
61048,build fence,113,hF5xX42i,1
61049,build house,10,hF5xX42i,1
61050,use as prop for story about three little pigs,543,hF5xX42i,1
61051,hold open a gate,112,hF5xX42i,1
61052,keep trash can lid on,473,hF5xX42i,1
61053,prop up leg of furniture,299,hF5xX42i,1
61054,prop up item being worked on,435,hF5xX42i,1
61055,displace water in bucket to raise level,89,hF5xX42i,1
61056,practice painting,580,hF5xX42i,1
61057,build a wall,15,HKol406l,1
61058,break a window,131,HKol406l,1
61059,paper weight,22,HKol406l,1
61060,hammer,51,hN3iIJxi,1
61061,door stop,2,hN3iIJxi,1
61062,paper weight,22,hN3iIJxi,1
61063,lifting/exercise weight,250,hN3iIJxi,1
61064,weapon,1,hN3iIJxi,1
61065,toy,128,hN3iIJxi,1
61066,prop up a chair,435,hy14tJ32,1
61067,break glass,26,hy14tJ32,1
61068,paperweight,539,hy14tJ32,1
61069,weights for working out,45,hy14tJ32,1
61070,step stool,121,hy14tJ32,1
61071,decoration,13,hy14tJ32,1
61072,build a wall,15,hy14tJ32,1
61073,build a footpath,322,hy14tJ32,1
61074,prop,105,I0w7ZH4h,1
61075,scratcher,380,I0w7ZH4h,1
61076,paper weight,22,I0w7ZH4h,1
61077,weights,36,I0w7ZH4h,1
61078,stairs,297,I0w7ZH4h,1
61079,weapon,1,I0w7ZH4h,1
61080,fireplace,9,I0w7ZH4h,1
61081,prod,449,I0w7ZH4h,1
61082,STACK LIKE DOMINOS,237,I1jszdth,1
61083,BUILD A HOUSE,10,I1jszdth,1
61084,color for room,400,I22Wl2uZ,1
61085,bad pillow,92,I22Wl2uZ,1
61086,build a wall,15,I9fd07YI,1
61087,hold down a tarp,132,I9fd07YI,1
61088,support a planter,533,I9fd07YI,1
61089,use for color matching,368,I9fd07YI,1
61090,make a walkway,62,I9fd07YI,1
61091,use for evenly heating pizza in oven,162,I9fd07YI,1
61092,crush and include for color in dyes,147,I9fd07YI,1
61093,house,189,IBAxPrqG,1
61094,building,97,IBAxPrqG,1
61095,pavement,192,IBAxPrqG,1
61096,bridges,540,IBAxPrqG,1
61097,weight,36,IBAxPrqG,1
61098,steps,71,IBAxPrqG,1
61099,heating block,625,IBAxPrqG,1
61100,build wall,15,iBhlq8TG,1
61101,repair wall,620,iBhlq8TG,1
61102,make bbq grill,166,iBhlq8TG,1
61103,paper weight,22,IcVu0w8g,1
61104,hold down cover over car,566,IcVu0w8g,1
61105,hold down picnic table cloth,132,IcVu0w8g,1
61106,"hold the door open, door stop",2,IcVu0w8g,1
61107,hold the window open,21,IcVu0w8g,1
61108,keep furniture leg balanced,299,IcVu0w8g,1
61109,Build a house,10,IGFVw40K,1
61110,Smash something,108,IGFVw40K,1
61111,Wrap in foil and use to make a panini,614,IGFVw40K,1
61112,Save and paint for a memory,30,IGFVw40K,1
61113,Use in place of a door wedge,2,IGFVw40K,1
61121,paper weight,539,IRO67sd7,1
61122,door stop,2,IRO67sd7,1
61123,wheel chalk,87,IRO67sd7,1
61124,Building house,10,Jji0e564,1
61125,chimney,55,Jji0e564,1
61126,floors,455,Jji0e564,1
61127,pathways,431,Jji0e564,1
61128,garden,289,Jji0e564,1
61129,decoration,13,Jji0e564,1
61130,walkway,62,JqylEalT,1
61131,chimney,55,JqylEalT,1
61132,house,189,JqylEalT,1
61133,steps,71,JqylEalT,1
61134,Building a house,10,jQzd3rhk,1
61135,hitting someone,178,jQzd3rhk,1
61136,creating a fence,113,jQzd3rhk,1
61137,lining up a garden,167,jQzd3rhk,1
61138,building a wall,15,jQzd3rhk,1
61139,making a sculpture,261,jQzd3rhk,1
61140,to build a wall,15,K3YUPL5g,1
61141,to throw at someone,76,K3YUPL5g,1
61142,to hit someone,178,K3YUPL5g,1
61143,to use as a small stepping-stool,121,K3YUPL5g,1
61144,to use as a paper weight,22,K3YUPL5g,1
61145,to level out an imbalanced piece of furniture,251,K3YUPL5g,1
61146,Building walls or buildings.,156,KEVF844q,1
61147,Committing grievous bodily harm.,262,KEVF844q,1
61148,paving roads,68,KEVF844q,1
61149,knock down things at a distance.,294,KEVF844q,1
61150,hide somethin,8,KEVF844q,1
61151,Hammer,51,KjWbuB23,1
61152,Projectile,129,KjWbuB23,1
61153,Building Block,249,KjWbuB23,1
61154,Weapon,1,KjWbuB23,1
61155,Anvil,107,KjWbuB23,1
61156,Weight,36,KjWbuB23,1
61157,Anchor,52,KjWbuB23,1
61158,Step,96,KjWbuB23,1
61159,Tray,499,KjWbuB23,1
61160,Warming Stone,248,KjWbuB23,1
61161,Level,152,KjWbuB23,1
61162,Straight Edge,382,KjWbuB23,1
61163,Measuring Tool ,228,KjWbuB23,1
61164,to build a house,10,kSW0g9ZD,1
61165,to break a window,131,kSW0g9ZD,1
61166,to stack for a fence,113,kSW0g9ZD,1
61167,to write on like a chalk board,227,kSW0g9ZD,1
61168,to stack like dominoes and knock over,542,kSW0g9ZD,1
61169,to hold something off the ground like a car with no tire,470,kSW0g9ZD,1
61170,to use a barrier when playing cars,157,kSW0g9ZD,1
61197,build stairs,175,Lim9214A,1
61198,throw it through a window,171,Lim9214A,1
61199,prop doors open,119,Lim9214A,1
61200,build a house,10,Lim9214A,1
61201,use to hold a tarp down,132,Lim9214A,1
61202,tie balloons to it during a party,49,Lim9214A,1
61203,build wall,15,LJVEME40,1
61204,build flower garden,24,LJVEME40,1
61205,build fireplace,277,LJVEME40,1
61206,build path,48,LJVEME40,1
61207,build house,10,LJVEME40,1
61208,use as weight,132,LJVEME40,1
61209,use as a marker,278,LJVEME40,1
61210,roast food on it over small fire,75,LPQ9qCo5,1
61211,play tossing game,444,LPQ9qCo5,1
61212,chip off fragments and dissolve them to make dye,147,LPQ9qCo5,1
61213,defend yourself,141,LPQ9qCo5,1
61214,wall,40,Lu2upD98,1
61215,walkway,62,Lu2upD98,1
61216,patio,420,Lu2upD98,1
61217,chimney,55,Lu2upD98,1
61218,fire place,9,Lu2upD98,1
61219,planter,354,Lu2upD98,1
61220,build housing,10,lU6lAi5X,1
61221,use as a weight to hold something down,132,lU6lAi5X,1
61222,to break a window,131,lU6lAi5X,1
61236,Build buildings,156,M5603YCQ,1
61237,offices,520,M5603YCQ,1
61238,stairs,297,M5603YCQ,1
61239,walk ways,253,M5603YCQ,1
61240,beds,434,M5603YCQ,1
61241,walls,40,M5603YCQ,1
61242,and bury someone under a pile of them. You've got anything from building to creating smaller things like grills out of bricks. ,69,M5603YCQ,1
61243,garden,289,M647My8g,1
61244,house,189,M647My8g,1
61245,dog house,67,M647My8g,1
61246,paper weight,22,M647My8g,1
61247,planter,354,M647My8g,1
61248,bomb shelter,366,M647My8g,1
61249,wall,40,M647My8g,1
61250,fence,103,M647My8g,1
61251,foundation,188,M647My8g,1
61252,door stop,2,M647My8g,1
61253,Make a wall,15,MEQY2Ba3,1
61254,Make a footstep,155,MEQY2Ba3,1
61255,'chok' a tire so the car won't roll,87,mqMj47H6,1
61256,use as arm extension in yoga pose,518,mqMj47H6,1
61257,door stop,2,mqMj47H6,1
61258,paper weight,22,mqMj47H6,1
61259,stand on for a few inches extra reach,230,mqMj47H6,1
61260,lay a pattern on their backs for sidewalk,527,mqMj47H6,1
61261,Weight,36,Mr20YMh5,1
61262,weapon,1,Mr20YMh5,1
61263,hammer,51,Mr20YMh5,1
61264,doorstop,2,Mr20YMh5,1
61265,balancer,492,Mr20YMh5,1
61266,hiding spot,452,Mr20YMh5,1
61267,toy,128,Mr20YMh5,1
61268,roadblock,157,Mr20YMh5,1
61269,medical tool,83,Mr20YMh5,1
61270,Throw it at someone,76,mv2wBo0e,1
61271,Use to make a tiered pot for plant,211,mv2wBo0e,1
61272,Hold open a door,119,mv2wBo0e,1
61273,use as a weight,522,n2FRDiVu,1
61274,use as a weapon,1,n2FRDiVu,1
61275,use to hold something up,195,n2FRDiVu,1
61276,use to build a fire circle,267,n2FRDiVu,1
61277,grind up and use as color,147,n2FRDiVu,1
61278,use as window prop,21,n2FRDiVu,1
61279,use as a sidewalk between garden and sidewalk,592,n2FRDiVu,1
61280,Build a house,10,N3nR96o7,1
61281,Frame a flower bed,24,N3nR96o7,1
61282,a step,96,N3nR96o7,1
61283,an anchor,52,N3nR96o7,1
61284,to break a window,131,N3nR96o7,1
61285,to pave a path,81,N3nR96o7,1
61286,to weight down something,132,N3nR96o7,1
61287,Use it as a stand for a car,470,N7D6XM87,1
61288,Smash open a window to get into a locked car,115,N7D6XM87,1
61289,used a couple of them and a boards to make a shelf,86,N7D6XM87,1
61290,Make a broken leg on a table level,582,N7D6XM87,1
61295,Make a wall.,15,nj9z7Ka2,1
61296,"Throw into air, stand under, hit head.",541,nj9z7Ka2,1
61297,"Tie onto death notice, throw through window",171,nj9z7Ka2,1
61298,Door stop.,2,nj9z7Ka2,1
61299,Annoying thing a car can run over.,575,nj9z7Ka2,1
61300,"Rub on face, exfoliate.",565,nj9z7Ka2,1
61301,Use as hammer to smash watch.,606,nj9z7Ka2,1
61302,building,97,noV1USM9,1
61303,weapon,1,noV1USM9,1
61304,roads,102,noV1USM9,1
61305,artwork,117,noV1USM9,1
61306,paper weight,22,ns93rRC6,1
61307,weapon,1,ns93rRC6,1
61308,as a stop stool,121,ns93rRC6,1
61309,to build a house,10,ns93rRC6,1
61310,as a lever,114,ns93rRC6,1
61311,House,189,nt3hH1X4,1
61312,Weapon,1,nt3hH1X4,1
61313,Prop for an item to lean against,435,nt3hH1X4,1
61314,Prop a leg of a table up. ,168,nt3hH1X4,1
61315,Paper Weight,22,nt3hH1X4,1
61316,Counter-weight for a pulley system,522,nt3hH1X4,1
61317,The holes could be used to hold pens or pencils,195,nt3hH1X4,1
61318,Used as a weight to hold while excersing,45,nt3hH1X4,1
61319,Build a house,10,o7l657o7,1
61320,Build a fire pit,346,o7l657o7,1
61321,Break a window,131,o7l657o7,1
61322,Make a wall,15,o7l657o7,1
61323,Smash things,108,o7l657o7,1
61324,Art Canvas,133,o94ebF7p,1
61325,Weapon,1,o94ebF7p,1
